seqnames	start	end	width	strand	Conc	Conc_mDMSOw1	Conc_mTBTw1	Fold	p.value	FDR
16	chr1	93449401	93449801	401	*	5.52041906140076	6.2200833233021	4.10873706432762	1.36192986088006	4.05674549378184e-06	0.00489455590905767
17	chr14	74392083	74392483	401	*	6.24788970352863	6.84481135622704	5.21140567932506	1.21180737511988	4.62265216246038e-06	0.00489455590905767
18	chr5	136982602	136983002	401	*	6.20340929195302	6.86496434381981	4.94572020538787	1.30470308723155	4.80819456808711e-06	0.00489455590905767
19	chr5	130309192	130309592	401	*	5.11325590440022	5.81910807152168	3.67452694305367	1.36553870563534	5.10083246683979e-06	0.00489455590905767
20	chr19	32240731	32241131	401	*	4.1743802880313	5.01702892766381	1.89971480150067	1.43559239269506	5.13381272292664e-06	0.00489455590905767
21	chr3	133075831	133076231	401	*	5.07775884518481	5.80167272926823	3.55634040832676	1.38034390329503	5.27863979510123e-06	0.00489455590905767
22	chr7	3413801	3414201	401	*	6.33873393291002	6.91029455125816	5.37820840999483	1.1673531636051	6.01450697429521e-06	0.00532338544561256
23	chr1	150465457	150465857	401	*	4.46441024361142	5.19681283510045	2.90204875439779	1.36789238615486	6.60715125776513e-06	0.00559367170831316
24	chr14	79293554	79293954	401	*	5.02807489913295	5.77510800593226	3.39169326598155	1.37332693669135	9.02870231062153e-06	0.0067610458426707
25	chr1	58236043	58236443	401	*	4.34776134359772	5.11711715824407	2.58894975994959	1.38000677375352	9.04013421706842e-06	0.0067610458426707
26	chr7	82783739	82784139	401	*	5.43578636952436	6.13607581752212	4.02139986005934	1.330672908277	9.18040129098301e-06	0.0067610458426707
27	chr11	109608313	109608713	401	*	5.50298282069356	6.23806733060136	3.92738912592468	1.36533622041978	9.6870669083201e-06	0.0067610458426707
28	chr7	6914365	6914765	401	*	5.40614822192048	5.96954230519113	4.46898373929827	1.13208246070281	9.88764598474158e-06	0.0067610458426707
29	chr4	124480126	124480526	401	*	4.66988486653356	5.43648503204072	2.92686699009203	1.37676342475876	1.03839460831154e-05	0.0067610458426707
30	chr19	61069504	61069904	401	*	5.36464566660657	6.02886578866233	4.09683186214238	1.27248753880474	1.04533398417381e-05	0.0067610458426707
31	chr19	9945360	9945760	401	*	4.31382371332436	5.07807448744959	2.58411245593268	1.36719480511459	1.1539678549906e-05	0.0067610458426707
32	chrX	71326955	71327355	401	*	6.6764754151213	7.28463453741031	5.60456008435249	1.20888209606084	1.15997767135445e-05	0.0067610458426707
33	chr6	84723996	84724396	401	*	6.15248185972865	6.79818240072464	4.95323049848803	1.25361434820517	1.1781724468609e-05	0.0067610458426707
34	chr17	34589702	34590102	401	*	6.81641143894954	7.39043282972893	5.84874555681787	1.15031085905015	1.1943179851339e-05	0.0067610458426707
35	chr15	50420906	50421306	401	*	6.46475325536021	7.07387767114279	5.38974033673195	1.20718095190612	1.21526604608399e-05	0.0067610458426707
36	chr2	87514898	87515298	401	*	7.01213808668215	7.58071907949085	6.06019527900748	1.14218724489489	1.47420698705119e-05	0.00793564701411892
37	chr3	41354115	41354515	401	*	4.30450590325231	5.03487223546148	2.75209436564831	1.31822230863033	1.54215950420667e-05	0.00793564701411892
38	chr7	55854576	55854976	401	*	7.18724705514702	7.77418264690549	6.18131153928348	1.17007215197271	1.54865749042995e-05	0.00793564701411892
39	chr17	27040881	27041281	401	*	5.61564170457604	6.29967392592057	4.26962300667743	1.28479726507797	1.62091039259383e-05	0.00801477830202706
40	chr11	25719936	25720336	401	*	6.39830931017587	6.95990805658053	5.46621270233828	1.11922177913017	1.66141506752144e-05	0.00801477830202706
41	chr14	105989096	105989496	401	*	6.11434952417636	6.73218605350281	5.01097879944647	1.20697868804401	1.68758170903405e-05	0.00801477830202706
42	chr19	31319219	31319619	401	*	6.6247170904378	7.20299114211813	5.6445983770406	1.15445020605058	1.73141839552e-05	0.00802718547561083
43	chr6	86528197	86528597	401	*	4.37552080328664	5.12218381058229	2.74106870074038	1.33083989506504	1.82580183981567e-05	0.00814555717117134
44	chr8	106375673	106376073	401	*	7.12390514673714	7.69597917090675	6.1618938059787	1.14284478967026	1.84201786662496e-05	0.00814555717117134
45	chr11	99370784	99371184	401	*	5.88312590106523	6.54403149601673	4.62789058120784	1.25327053272372	1.99494713345364e-05	0.00814555717117134
46	chr1	93399593	93399993	401	*	5.30726365796561	6.01633724184053	3.85420389985932	1.30375764427723	1.99536995776855e-05	0.00814555717117134
47	chr14	39625535	39625935	401	*	6.57681816982747	7.17334000100984	5.54157386525375	1.16869094566309	2.09114985687192e-05	0.00814555717117134
48	chr5	124175393	124175793	401	*	4.46203925116167	5.2213930026927	2.75960772839968	1.33017845566688	2.09137960689425e-05	0.00814555717117134
49	chr15	59642282	59642682	401	*	4.81915679061034	5.52372524662452	3.38609028447815	1.28654528531822	2.09786494028471e-05	0.00814555717117134
50	chr1	75370651	75371051	401	*	4.27115774328567	5.06639306438418	2.35325855507911	1.33693066405931	2.1351107083258e-05	0.00814555717117134
51	chr18	46230743	46231143	401	*	5.10226746179121	5.7522245818665	3.88762028689561	1.2252392067467	2.19263754624037e-05	0.00814555717117134
52	chr1	74014762	74015162	401	*	5.21041072868212	5.92765508951645	3.72020256785868	1.29615705835986	2.20934346347018e-05	0.00814555717117134
53	chr3	9520038	9520438	401	*	4.38236480434103	1.75121461341329	5.26096039444122	-1.31163404837442	2.3567160774421e-05	0.00814555717117134
54	chr6	72570393	72570793	401	*	6.95677533249163	7.54212058854463	5.95562645683547	1.15346469467592	2.3789945073876e-05	0.00814555717117134
55	chr3	66419950	66420350	401	*	4.83630958787063	5.48848339450475	3.61356104039966	1.24333539544364	2.4182028728671e-05	0.00814555717117134
56	chr11	75827447	75827847	401	*	6.60125874843788	7.19123046488805	5.58612589237075	1.151700123934	2.4995460890604e-05	0.00814555717117134
57	chr12	91675236	91675636	401	*	6.93715815439861	7.50407112932959	5.98999013436692	1.11990104144595	2.52448996606395e-05	0.00814555717117134
58	chr17	26116177	26116577	401	*	4.92771287412526	5.60636521145523	3.60346071232251	1.26007336100465	2.56425006879601e-05	0.00814555717117134
59	chr7	114656980	114657380	401	*	4.45453643937994	5.20434604139377	2.80358056260778	1.31533272201093	2.5698607394258e-05	0.00814555717117134
60	chr7	43624239	43624639	401	*	5.32176276575076	5.97366512566618	4.1000093986705	1.22502203112692	2.62680652330745e-05	0.00814555717117134
61	chr2	69873183	69873583	401	*	4.92315639627724	5.70702156020046	3.07767504005179	1.32015060469019	2.69815314889408e-05	0.00814555717117134
62	chr18	87657363	87657763	401	*	5.13521844197982	5.8151537663795	3.80581250790823	1.2574534607155	2.75968067664893e-05	0.00814555717117134
63	chr19	23294170	23294570	401	*	5.72478487127811	6.36418013645108	4.54796000295843	1.20327474234898	2.76506640368453e-05	0.00814555717117134
64	chr15	7408398	7408798	401	*	5.15678383366768	5.79585581138703	3.98109686941027	1.207246377909	2.85653918299739e-05	0.00814555717117134
65	chr2	38511259	38511659	401	*	5.17643153591713	5.81827900726836	3.99093770712965	1.19313887883919	2.92077327784842e-05	0.00814555717117134
66	chr4	154085013	154085413	401	*	4.63304154615858	5.33126248645178	3.22757951365685	1.2710257659004	2.93363196253119e-05	0.00814555717117134
67	chr5	76850187	76850587	401	*	4.74921385514706	5.44054696826146	3.37298727407964	1.26393916295788	2.93950604171259e-05	0.00814555717117134
68	chr1	57223357	57223757	401	*	5.04860278886785	5.73437729991801	3.69544631757476	1.25910186664415	2.98854172061176e-05	0.00814555717117134
69	chr4	63548163	63548563	401	*	4.35299540856942	5.06863818494564	2.87016132776808	1.28362621178008	3.00439007628541e-05	0.00814555717117134
70	chr14	67235814	67236214	401	*	5.68721112696193	6.28432682586537	4.65012491891498	1.15690983717413	3.0106980286813e-05	0.00814555717117134
71	chr9	100432245	100432645	401	*	5.59941772785316	6.25683018179517	4.35729027181557	1.2319580399035	3.0940448130271e-05	0.00814555717117134
72	chr11	79028372	79028772	401	*	4.52679994880228	5.33401837242296	2.52775507642304	1.3107834280992	3.13044007586941e-05	0.00814555717117134
73	chr18	73922049	73922449	401	*	6.13176191396924	6.72842718579567	5.09607300752346	1.14350449288584	3.17897062026055e-05	0.00814555717117134
74	chr5	7654530	7654930	401	*	3.925700808719	4.69301403395545	2.17861554423135	1.29892514659357	3.18415044582588e-05	0.00814555717117134
75	chr10	100190980	100191380	401	*	6.92370956974712	7.49665418918265	5.95917397565311	1.12338594202237	3.18841056259252e-05	0.00814555717117134
76	chr7	111224618	111225018	401	*	5.68885603146289	6.35517875061281	4.41299059228909	1.23748279322891	3.21819507045119e-05	0.00814555717117134
77	chr11	88707651	88708051	401	*	7.25993351615231	7.83379047973899	6.2927462321187	1.12947413899103	3.25284068414741e-05	0.00814555717117134
78	chr9	109899201	109899601	401	*	5.11321941615225	5.81443083694215	3.69483309384771	1.26377445833321	3.27866388566925e-05	0.00814555717117134
79	chr5	37783531	37783931	401	*	4.40969753086325	5.14805731058857	2.81774382084279	1.29262370576544	3.31836527164554e-05	0.00814555717117134
80	chr6	92665129	92665529	401	*	4.97085693583804	5.61416057570971	3.78018352464335	1.19701602626907	3.47213099393559e-05	0.00814555717117134
81	chr4	43720480	43720880	401	*	3.78680269691424	4.58745266990535	1.83288458253073	1.30201352797361	3.47796309336895e-05	0.00814555717117134
82	chr5	121864429	121864829	401	*	5.51389585440828	6.18946713710511	4.20192712998708	1.23342848122533	3.56133773794518e-05	0.00814555717117134
83	chr8	85112897	85113297	401	*	6.96691000852943	7.53818188373167	6.00721921646204	1.11974604868965	3.56597015465868e-05	0.00814555717117134
84	chr19	25242041	25242441	401	*	4.82437120265264	5.5398354049	3.34235648383337	1.27595627956024	3.60563268496603e-05	0.00814555717117134
85	chr5	141074584	141074984	401	*	5.49756984968788	6.13073828436905	4.34246169460983	1.19369078492967	3.63251220876729e-05	0.00814555717117134
86	chr19	42727342	42727742	401	*	4.16761991932886	4.96972371717985	2.20385216793451	1.30030938749666	3.64360774260247e-05	0.00814555717117134
87	chr17	51369034	51369434	401	*	6.36147136919792	6.95480434923958	5.3360645339128	1.14388638605697	3.66460776433191e-05	0.00814555717117134
88	chr13	28356506	28356906	401	*	6.8941683739706	7.44578849180781	5.98980724080118	1.08868294157236	3.7184841727172e-05	0.00814555717117134
89	chr8	82343790	82344190	401	*	5.31251633050818	6.01132593153738	3.90452146519205	1.25462843412258	3.75072408799215e-05	0.00814555717117134
90	chr19	23615752	23616152	401	*	7.09123990448439	7.66775083664711	6.11630154483571	1.12523449901349	3.82471596757065e-05	0.00814555717117134
91	chr13	41977901	41978301	401	*	4.33273776478501	5.12282657710023	2.44813911988075	1.29595667747657	3.85841318253939e-05	0.00814555717117134
92	chr5	130258532	130258932	401	*	4.61112083898873	5.35252749700403	3.00374561008977	1.27808938504012	3.88062241225042e-05	0.00814555717117134
93	chr4	58838750	58839150	401	*	5.2706627524842	5.95543681104847	3.92161028181362	1.24342950108067	3.92493644217582e-05	0.00814555717117134
94	chr12	13586447	13586847	401	*	7.26478065975694	7.81609814321512	6.36124945726568	1.08998273869852	3.94462104416645e-05	0.00814555717117134
95	chr4	123640800	123641200	401	*	5.23218302828596	5.94383875817352	3.76750922765708	1.26513217339878	4.01818565592604e-05	0.00814555717117134
96	chr5	142385039	142385439	401	*	4.60433940594814	5.38938254801979	2.75154789541224	1.29317486752204	4.01855869606392e-05	0.00814555717117134
97	chr16	21282044	21282444	401	*	5.63911824677969	6.29266426295375	4.411325481092	1.21338939946268	4.10535396623101e-05	0.00814555717117134
98	chr5	44402116	44402516	401	*	4.7531451653707	5.43175168815989	3.42907661644603	1.2331064865116	4.13489656913565e-05	0.00814555717117134
99	chr13	114985759	114986159	401	*	6.83426787841462	7.39914529937851	5.89289797672053	1.10345591001837	4.14138331936094e-05	0.00814555717117134
100	chr3	90452807	90453207	401	*	5.00651427395255	5.65456162519081	3.79880057794607	1.20403583456937	4.18630263062343e-05	0.00815156848234994
101	chr2	7706623	7707023	401	*	7.0658281420783	7.61956579786572	6.15564167939259	1.08774638085684	4.23173556173392e-05	0.00815845097604782
102	chr18	16890506	16890906	401	*	4.1469616023768	4.96428665243996	2.07517211016583	1.27910663085132	4.4081629410656e-05	0.00839722448043215
103	chr11	47341414	47341814	401	*	6.94965841778742	7.47116696486547	6.12481778012875	1.03139707420742	4.44183505281692e-05	0.00839722448043215
104	chr5	138397050	138397450	401	*	6.65188877550246	7.19459781696224	5.77169565329234	1.06840247886226	4.56595665082105e-05	0.00850362946192278
105	chr1	89117736	89118136	401	*	7.04926480902926	7.59422887673496	6.16300795961736	1.07309289457551	4.63454078109478e-05	0.00850362946192278
106	chr5	116411310	116411710	401	*	6.30184082590542	6.84179631238224	5.42900482255304	1.06006733290603	4.64060873061163e-05	0.00850362946192278
107	chr10	23811497	23811897	401	*	4.08223492837548	4.8543995085917	2.30711367823447	1.27497890318167	4.74011295212056e-05	0.00850362946192278
108	chr14	20246082	20246482	401	*	6.23288427220163	6.81724047380402	5.23470164225575	1.12912672810634	4.80663291593237e-05	0.00850362946192278
109	chr6	77607622	77608022	401	*	5.11212096427191	5.83458941155419	3.5975363695632	1.25755887069578	4.89783590028334e-05	0.00850362946192278
110	chr2	124024193	124024593	401	*	7.04244050301823	7.58065534260868	6.17422879023688	1.05802623052341	4.92245162365763e-05	0.00850362946192278
111	chr17	44857951	44858351	401	*	4.61917150005619	5.32060234846302	3.1998312172551	1.23578562333476	4.95488267231812e-05	0.00850362946192278
112	chr12	106398842	106399242	401	*	5.58517124575814	6.19027526434816	4.52300247081921	1.15158420666987	4.96452089992145e-05	0.00850362946192278
113	chr3	115854784	115855184	401	*	6.57220121647663	7.15670263562336	5.5735835776959	1.12610018106753	5.01866596985422e-05	0.00850362946192278
114	chr2	73002846	73003246	401	*	5.04174807572704	5.74404206114181	3.61864776386399	1.2454370259987	5.07020507506688e-05	0.00850362946192278
115	chr4	152189971	152190371	401	*	6.66095855044258	7.22039714328907	5.73492781557415	1.0870929797425	5.07558781409636e-05	0.00850362946192278
116	chr9	42408755	42409155	401	*	6.58470519192526	7.1058731712369	5.76073014675622	1.0277538117671	5.09901639920967e-05	0.00850362946192278
117	chr8	118847045	118847445	401	*	4.10752620542157	4.86575930044656	2.41125279835696	1.27318030229081	5.11886858903295e-05	0.00850362946192278
118	chr10	91915348	91915748	401	*	6.66931182451372	7.25590429697288	5.6644108307318	1.12806059837932	5.15318547918492e-05	0.00850362946192278
119	chr15	93089717	93090117	401	*	6.26341154792502	6.87884747698359	5.16792771621059	1.15920440517763	5.26596094596251e-05	0.00861670517141024
120	chr7	141041155	141041555	401	*	3.96292618124567	4.72666877941535	2.23607425570952	1.26960518263917	5.43081872429306e-05	0.00881240851661953
121	chr6	146753769	146754169	401	*	6.70121592839323	7.26687414955626	5.75762569827988	1.09158111406842	5.5569913100452e-05	0.00894262270985125
122	chr3	83624382	83624782	401	*	6.23582656929119	6.79775127985217	5.30281161990612	1.08534976705781	5.84515814545325e-05	0.0092492650773477
123	chr12	16634967	16635367	401	*	7.0015141705864	7.53953398716238	6.13381929682713	1.05438265539085	5.86580272044982e-05	0.0092492650773477
124	chr16	20157571	20157971	401	*	6.08252143436675	6.67333803291277	5.06481525015463	1.12286149341439	5.89004144202503e-05	0.0092492650773477
125	chr5	46141724	46142124	401	*	4.03759132020083	4.75537607044066	2.5448846925323	1.23843528229996	5.98519768337554e-05	0.00932350154325508
126	chr9	3439522	3439922	401	*	4.00541652278213	1.21268538523035	4.8973702485192	-1.20700115067292	6.04744419844143e-05	0.00934570106603584
127	chr9	40405636	40406036	401	*	5.45474472828766	6.05450677063303	4.4094127944444	1.12016238216986	6.1913302402825e-05	0.00946155864196507
128	chr12	40893540	40893940	401	*	5.18865129014425	5.81849522733876	4.0449674442396	1.16289726043747	6.21959483448813e-05	0.00946155864196507
129	chr14	48101074	48101474	401	*	4.68244340546104	5.3673769775164	3.33273755972023	1.21720697907422	6.33786777645134e-05	0.0094764416610781
130	chr7	138427398	138427798	401	*	6.53665057761714	7.10659065650573	5.5808014965416	1.09325302288768	6.35967987338383e-05	0.0094764416610781
131	chr14	32536208	32536608	401	*	6.62823933110937	7.16918536822722	5.75276264759994	1.05577895569682	6.38621566999631e-05	0.0094764416610781
132	chr14	120054965	120055365	401	*	4.39287912945789	5.14868865489137	2.70981809055232	1.25378694995181	6.42404631913676e-05	0.0094764416610781
133	chr1	153544737	153545137	401	*	7.06148218084059	7.61328209964118	6.15662766105204	1.0719293929345	6.78972184394556e-05	0.00992846518713019
134	chr10	94322672	94323072	401	*	5.70871118285072	6.29370206829256	4.70862602533773	1.104341934198	6.84100627863993e-05	0.00992846518713019
135	chr2	33975990	33976390	401	*	5.72087721126729	6.32629738043482	4.65770383930801	1.12891248894023	6.90012893038269e-05	0.00992846518713019
136	chr4	136176943	136177343	401	*	6.53319513359768	7.07279618005914	5.66130240894999	1.05254777288988	6.97929712819298e-05	0.00992846518713019
137	chr2	90961724	90962124	401	*	5.14232776746942	5.85917965522017	3.65393089491432	1.23617347509777	6.98541357147102e-05	0.00992846518713019
138	chr12	8777272	8777672	401	*	7.14761853267587	7.70303279924095	6.2327968838168	1.0770353215986	7.10092486516616e-05	0.00996624241827966
139	chr8	110094652	110095052	401	*	5.79401742980669	6.39518940020243	4.74426677344377	1.11967529563696	7.14959739190496e-05	0.00996624241827966
140	chr11	31610341	31610741	401	*	7.11218046219694	7.67063696880546	6.1888960983291	1.08131662543691	7.20432628021188e-05	0.00996624241827966
141	chr10	35777233	35777633	401	*	6.11993138504912	6.70600532055467	5.11659193402712	1.10961561072204	7.21672237560308e-05	0.00996624241827966
142	chr14	55240218	55240618	401	*	5.21717146302247	5.86360949472302	4.0152676188418	1.17354102502891	7.29408997343723e-05	0.0100021492931528
143	chr7	46725224	46725624	401	*	5.74707361006639	6.3694352411945	4.62868172130205	1.15062653141867	7.43695448132283e-05	0.0100311030814749
144	chr5	34619058	34619458	401	*	7.22252792623378	7.78852519351864	6.27797212516607	1.09047243519163	7.45106321123702e-05	0.0100311030814749
145	chr14	35092720	35093120	401	*	6.18577359083102	6.80160001491138	5.08901065776972	1.14621180251592	7.54610679824755e-05	0.0100311030814749
146	chr9	24751689	24752089	401	*	3.88517129339229	4.70321576577854	1.8080410055737	1.24234793534667	7.57270369069986e-05	0.0100311030814749
147	chrX	142852963	142853363	401	*	5.04287855360904	5.71965308270784	3.72612832721141	1.2012475624883	7.75575052477541e-05	0.0100311030814749
148	chr4	134701277	134701677	401	*	6.79751814779853	7.33991158275787	5.91817090284038	1.04943501021243	7.79582822000971e-05	0.0100311030814749
149	chr6	31636740	31637140	401	*	6.86804690809065	7.44272587560227	5.89846488300725	1.09721990957648	7.8309100008788e-05	0.0100311030814749
150	chr5	144884530	144884930	401	*	7.31114111206538	7.87549931460295	6.37124513646299	1.08767223087345	7.83441264552375e-05	0.0100311030814749
151	chr7	99774407	99774807	401	*	6.87807720035272	7.44655372278777	5.92643407118058	1.08812005798371	7.93908138246491e-05	0.0100311030814749
152	chr7	66246475	66246875	401	*	4.00508999565145	4.84688392749051	1.73782022876477	1.22789726693055	8.00360778939025e-05	0.0100311030814749
153	chr3	96635650	96636050	401	*	6.68422290188535	7.21693111845782	5.83050723846867	1.03439558847284	8.20910873235976e-05	0.0100311030814749
154	chr19	37365953	37366353	401	*	4.71831207191195	5.35411986029201	3.55405021310289	1.16713813584714	8.21420428877788e-05	0.0100311030814749
155	chr16	14924722	14925122	401	*	4.88191626243928	5.5286954037256	3.67878346157079	1.17772444546896	8.23478316934981e-05	0.0100311030814749
156	chr12	103856196	103856596	401	*	6.72631574908173	7.25099290590428	5.89338687036812	1.01755286515897	8.32695960317196e-05	0.0100311030814749
157	chr14	94740821	94741221	401	*	6.82032718571349	7.38987492313986	5.86560723346878	1.08821338641091	8.33944057773065e-05	0.0100311030814749
158	chr5	72846543	72846943	401	*	5.17877934005099	5.88740496421138	3.72772284034033	1.21732530374198	8.37539270654353e-05	0.0100311030814749
159	chr7	118965058	118965458	401	*	3.79835640127321	4.55034426922902	2.13584260395104	1.23640977822531	8.396998739323e-05	0.0100311030814749
160	chr16	6959593	6959993	401	*	6.8155257651106	7.37461697116654	5.89046729711963	1.07407261155716	8.43361111256906e-05	0.0100311030814749
161	chr14	10212287	10212687	401	*	3.80848233199154	4.55516180529352	2.17394444851762	1.23645195659255	8.43693623107686e-05	0.0100311030814749
162	chr19	45825847	45826247	401	*	6.99384086980906	7.56301696772426	6.04018937053759	1.0897626043227	8.46999768389658e-05	0.0100311030814749
163	chr7	64382204	64382604	401	*	4.03825335263845	4.80156335529132	2.31383024490616	1.23690758820602	8.53006092443179e-05	0.0100311030814749
164	chr13	18268997	18269397	401	*	4.54185767124749	5.27315507461129	2.98490681480422	1.2228667006579	8.59229818535573e-05	0.0100311030814749
165	chr2	26619765	26620165	401	*	4.83924865773962	5.56392693549477	3.31420035353115	1.21945731966388	8.59928126855448e-05	0.0100311030814749
166	chr11	96918778	96919178	401	*	5.83473192262146	6.46899656894806	4.67583101023386	1.15976108674991	8.66933556887788e-05	0.0100311030814749
167	chr8	69103162	69103562	401	*	3.79759097757369	4.57101263574756	2.01509968979852	1.23367389515576	8.70229048202418e-05	0.0100311030814749
168	chr8	33026376	33026776	401	*	6.47004449080771	7.05599961467848	5.46706251701798	1.10820087623862	8.7123885351621e-05	0.0100311030814749
169	chr10	66829161	66829561	401	*	5.27771692263723	5.92965928642308	4.0558169478926	1.17244945105556	8.75472704190089e-05	0.0100311030814749
170	chr3	52254049	52254449	401	*	2.61635970197922	0	3.61635970197922	-0.965102437518854	8.75763929668617e-05	0.0100311030814749
171	chr8	48134567	48134967	401	*	4.00425410758183	4.78204496422736	2.19579902841202	1.23367476503209	8.91822669223677e-05	0.0101553046872067
172	chr7	111439718	111440118	401	*	6.07115989278461	6.67355740078774	5.01755384467062	1.11937136050819	8.99976565821021e-05	0.010188571912597
173	chr4	62965414	62965814	401	*	4.81331417472325	5.52816670109534	3.33410175510325	1.22092339616698	9.10613065896389e-05	0.0102248601346868
174	chr11	94663802	94664202	401	*	4.54639751421062	5.24513191588001	3.13872651493854	1.2127477327145	9.18212091937967e-05	0.0102248601346868
175	chr4	21482021	21482421	401	*	6.8695918303427	7.38945532068885	6.0489256144116	1.00972001102561	9.18935149738182e-05	0.0102248601346868
176	chr2	6483016	6483416	401	*	7.07771969009339	7.63645872624672	6.15364596889243	1.0695470009673	9.45700171404721e-05	0.0104628828054504
177	chr8	22411141	22411541	401	*	2.39460670001137	0	3.39460670001137	-0.981695364509726	9.53438531393873e-05	0.0104889011770065
178	chr12	59413284	59413684	401	*	6.84065133909891	7.40035716310053	5.91387207149564	1.06852190913105	9.82972277878871e-05	0.0107091295536362
179	chr2	3423902	3424302	401	*	3.72696871330283	1.30086411537148	4.5860897501222	-1.21017604814995	9.86465269355777e-05	0.0107091295536362
180	chr4	140977329	140977729	401	*	6.95136801124712	7.49307491238041	6.07385844072707	1.04380312749096	9.97478801665248e-05	0.0107091295536362
181	chr6	112993945	112994345	401	*	2.55097920278451	0	3.55097920278451	-0.961153760884059	9.97594712251741e-05	0.0107091295536362
182	chr10	44440186	44440586	401	*	4.90301497018396	5.616550478246	3.42981384297676	1.20782483224458	0.00010009560285342	0.0107091295536362
183	chr8	127994913	127995313	401	*	6.82373908921455	7.38553366774829	5.89109085686946	1.07068601222439	0.000101799984946374	0.0108319634255508
184	chr7	118204451	118204851	401	*	4.12660563699103	4.91613371962329	2.2455821240981	1.22084993354887	0.000103696077689967	0.0109263930364417
185	chr13	71261192	71261592	401	*	6.18170149654039	6.75304684240068	5.22179836896159	1.07773862467738	0.000103809711983448	0.0109263930364417
186	chr18	60690759	60691159	401	*	6.67686471603257	7.21551382788205	5.80750120242767	1.03689844707871	0.00010465825176745	0.0109271964372037
187	chrX	7306675	7307075	401	*	5.56869549470012	6.21975594290733	4.35002320481477	1.15811771418456	0.00010493969462598	0.0109271964372037
188	chr18	35034892	35035292	401	*	6.74048530724257	7.28576388126728	5.85337997151087	1.0431994022651	0.000106111115709781	0.0109285884818951
189	chr19	6826164	6826564	401	*	6.65341603119443	7.19447287009572	5.77764355074649	1.03806454948107	0.000106370451053339	0.0109285884818951
190	chr17	31264940	31265340	401	*	2.59779242614391	0	3.59779242614391	-0.948792102995401	0.000107029750261885	0.0109285884818951
191	chr14	120900820	120901220	401	*	3.7028778093915	4.49966737081742	1.7747450693694	1.21917079778817	0.000108077197179491	0.0109285884818951
192	chr6	128828949	128829349	401	*	4.22371048098436	4.95863284247207	2.64892096149699	1.20183375164332	0.000109243674289757	0.0109285884818951
193	chr9	101036013	101036413	401	*	4.43722404389226	5.1944255332545	2.74659206599818	1.21552019914342	0.000109751815243588	0.0109285884818951
194	chr12	28726055	28726455	401	*	6.71977488961423	7.28328225201803	5.7822898329477	1.0714959628836	0.000109939719840865	0.0109285884818951
195	chr5	89648830	89649230	401	*	4.70188625771176	5.36310340279893	3.4454745032549	1.16612049728253	0.00011010632980649	0.0109285884818951
196	chr14	21613390	21613790	401	*	6.41214000869498	6.99257050809573	5.42565121423126	1.08867270477147	0.000110463189174712	0.0109285884818951
197	chr17	8947134	8947534	401	*	6.42073788537095	6.96104471241078	5.54696601391327	1.03596189313473	0.00011056552644481	0.0109285884818951
198	chr10	60984213	60984613	401	*	4.47596456627518	5.20511862002985	2.92943764998922	1.20448730526622	0.000111876777287632	0.0110023465017412
199	chr17	70772514	70772914	401	*	2.36443630104455	0	3.36443630104455	-0.968240604609287	0.000113479752378864	0.0110850483408173
