seqnames	start	end	width	strand	Conc	Conc_fTBTw1	Conc_mDMSOw1	Fold	p.value	FDR
14	chrX	164980283	164980683	401	*	5.58541261590849	6.2702650885525	3.18910332942849	1.60816479581379	4.71423333286648e-07	0.000441448741631707
15	chr12	103079807	103080207	401	*	4.6954017585003	2.72357478994996	5.69065229709211	-1.59650088228349	4.82071281630431e-07	0.000441448741631707
16	chr10	83957990	83958390	401	*	4.19087837423987	1.96592677331847	5.22518244034473	-1.60115535701186	5.45821106368202e-07	0.000447081777782332
17	chr4	118149287	118149687	401	*	4.16263965126445	1.83989439906337	5.2100507719901	-1.60258202772513	5.75791356618904e-07	0.000447081777782332
18	chr6	91826894	91827294	401	*	5.14812423004614	3.64247406287391	6.04634915514717	-1.49035880049629	6.22555743795642e-07	0.000447081777782332
19	chrX	106186769	106187169	401	*	5.19057631947936	5.87753362338158	2.77030093988666	1.59208975438726	6.48861870485524e-07	0.000447081777782332
20	chr11	99370784	99371184	401	*	5.68748863263886	4.33633837530737	6.54403149601673	-1.44215894629645	6.50963566951561e-07	0.000447081777782332
21	chr13	46848251	46848651	401	*	4.20325477975449	2.07147148361012	5.22409413700079	-1.57640860420234	7.7390232853615e-07	0.000484377425739656
22	chr12	103158699	103159099	401	*	4.53744227106047	2.54737000808481	5.53578098596484	-1.56336482152483	7.92203732752313e-07	0.000484377425739656
23	chr15	59642282	59642682	401	*	4.5922771194186	2.94665229835367	5.52372524662452	-1.51309430552346	8.38498771007534e-07	0.000484377425739656
24	chrX	20364286	20364686	401	*	5.1686234703937	5.86810786253774	2.59602298189762	1.5707575423802	8.46320487605688e-07	0.000484377425739656
25	chr4	108678964	108679364	401	*	5.01218060373108	3.44447124753156	5.92562871770557	-1.48046804014441	9.9683768545142e-07	0.000547702497894428
26	chr14	79293554	79293954	401	*	4.80828874563295	2.99278491359937	5.77510800593226	-1.51625123311828	1.07690762989281e-06	0.000568938584777216
27	chr2	129109288	129109688	401	*	5.84966168851342	4.73745942802134	6.62917373039437	-1.3210496923247	1.1913022801595e-06	0.00059094978416746
28	chr19	24280524	24280924	401	*	4.11511300242824	2.4149615401806	5.05846797201654	-1.49998976426875	1.20461516865819e-06	0.00059094978416746
29	chr2	155158720	155159120	401	*	5.90598635986092	4.54426196525524	6.76556698651023	-1.41727928217031	1.27737886744045e-06	0.000605037107695244
30	chr11	65590220	65590620	401	*	5.65153097100777	4.2958877378683	6.50936809001329	-1.40225481970567	2.06079278593581e-06	0.000943568323587142
31	chr7	64855648	64856048	401	*	4.92909241159328	2.95364668847756	5.92495909277743	-1.48962648167483	2.20203149953715e-06	0.000975713054117495
32	chr10	19868784	19869184	401	*	3.92314956997078	1.88573610895112	4.92929189335855	-1.47721774994356	2.5789394787235e-06	0.0010682019106129
33	chrX	56597921	56598321	401	*	4.8046095553719	5.56534521275156	1.05205879921074	1.38278821721344	2.77521785529279e-06	0.0010682019106129
34	chr9	109899201	109899601	401	*	4.91418797377148	3.40050031425102	5.81443083694215	-1.41197233486749	2.80973621324164e-06	0.0010682019106129
35	chr14	118423101	118423501	401	*	4.68551111122407	2.91167305807096	5.64411403828366	-1.46002991648667	2.81957893015029e-06	0.0010682019106129
36	chr3	133075831	133076231	401	*	4.926234121935	3.50763624379207	5.80167272926823	-1.39734040535328	2.87138219952132e-06	0.0010682019106129
37	chr5	130258532	130258932	401	*	4.387441447288	2.58084751244108	5.35252749700403	-1.45384035994307	2.94642960062577e-06	0.0010682019106129
38	chr5	72846543	72846943	401	*	4.96147970814825	3.34031646041377	5.88740496421138	-1.43517944800412	2.9649161296392e-06	0.0010682019106129
39	chr18	46716558	46716958	401	*	5.55623698800414	4.19022932256026	6.41703999482233	-1.35603223508873	3.04455208860984e-06	0.0010682019106129
40	chr5	104072151	104072551	401	*	4.69760531858731	3.10203346011632	5.61762818011269	-1.42393098784449	3.11066368844758e-06	0.0010682019106129
41	chr2	73584632	73585032	401	*	4.58593231820416	2.8910207665587	5.52816670109534	-1.41839067626052	3.33582211293744e-06	0.0011134133162006
42	chr1	183297431	183297831	401	*	4.79613704681118	3.30202678105015	5.69143997237322	-1.3910932847214	3.4389393242086e-06	0.0011134133162006
43	chr17	26116177	26116577	401	*	4.73985555680272	3.35363271678583	5.60636521145523	-1.37527986845619	3.48549596655692e-06	0.0011134133162006
44	chr5	144767279	144767679	401	*	5.91945846093834	4.82485951180624	6.69259253620682	-1.26531492874171	3.60785912085094e-06	0.0011263080200911
45	chr1	93449401	93449801	401	*	5.4005086605266	4.17057079645228	6.2200833233021	-1.32632471497347	3.74773725788233e-06	0.0011332104961169
46	chr19	9945360	9945760	401	*	4.09451549068666	2.18941103182868	5.07807448744959	-1.43783643600358	3.84617885022834e-06	0.0011332104961169
47	chr10	44440186	44440586	401	*	4.65756862684261	2.88184039888144	5.616550478246	-1.42455712025186	3.8774674808892e-06	0.0011332104961169
48	chrX	8219633	8220033	401	*	3.63988890418381	4.44724382624141	0	1.07267828904501	4.03297903569187e-06	0.00115410416738049
49	chr14	120054965	120055365	401	*	4.13469511603439	2.0477577626068	5.14868865489137	-1.43012239945254	4.51163423533937e-06	0.00121416409584051
50	chr5	130309192	130309592	401	*	4.97887265950816	3.68283555276984	5.81910807152168	-1.3417577101368	4.51860459327009e-06	0.00121416409584051
51	chrX	112600526	112600926	401	*	4.44139131002518	5.18123401055352	1.21268538523035	1.38662577891854	4.56563590421787e-06	0.00121416409584051
52	chr7	43624239	43624639	401	*	5.15567760856	3.93065633117862	5.97366512566618	-1.30335340343369	4.59642785262862e-06	0.00121416409584051
53	chr5	136982602	136983002	401	*	6.09762024176705	5.01875171847618	6.86496434381981	-1.23605519790909	5.57734551330214e-06	0.00144547958435317
54	chr17	67290373	67290773	401	*	5.49078936174356	4.13503349504403	6.34865885954845	-1.33674540726185	5.74405148746309e-06	0.00146111650429246
55	chr7	114656980	114657380	401	*	4.22499949875925	2.34307132707808	5.20434604139377	-1.40131803678963	5.95630767267021e-06	0.00147150390510053
56	chr6	86528197	86528597	401	*	4.17383086169078	2.45002354549927	5.12218381058229	-1.39425800650135	6.00517723815355e-06	0.00147150390510053
57	chrX	20950550	20950950	401	*	5.41679969023701	6.04172820803323	3.56556001935321	1.3930514778847	6.12913894330283e-06	0.00147150390510053
58	chr5	102811628	102812028	401	*	4.00074127513189	1.97783994498564	5.00452306751264	-1.40036540142599	6.2535780720641e-06	0.00147150390510053
59	chr7	62230679	62231079	401	*	4.41036315319208	5.15242190606568	1.13460641618662	1.35072466652602	6.32719134950251e-06	0.00147150390510053
60	chr8	80057949	80058349	401	*	4.63415916033764	3.20878641415697	5.51143417926784	-1.33682507793505	6.42765246840649e-06	0.00147150390510053
61	chr5	124175393	124175793	401	*	4.27655908469156	2.56945645939024	5.2213930026927	-1.39194499493394	6.58083181005245e-06	0.00148187386463738
62	chr4	89216923	89217323	401	*	4.41936522857297	2.6155529007033	5.38390755708943	-1.38558968079727	6.71476523531775e-06	0.00148764540761814
63	chr9	37696228	37696628	401	*	3.9026187624674	1.73406511779951	4.92889139511495	-1.38775196543112	7.03812925493303e-06	0.00149804757996344
64	chr8	47172899	47173299	401	*	5.3073431230142	3.86990750797402	6.18786094621754	-1.35560240599048	7.08396212917089e-06	0.00149804757996344
65	chr1	74014762	74015162	401	*	5.04020922698787	3.57656602863394	5.92765508951645	-1.33845376700056	7.0888972552143e-06	0.00149804757996344
66	chr1	80192564	80192964	401	*	4.58032694681536	2.62808751126879	5.57221084033092	-1.38453650484967	7.55590390006429e-06	0.00157254387835277
67	chr2	30434407	30434807	401	*	3.92496804918616	2.49427607590561	4.80367725240595	-1.35611063767105	8.0255351765375e-06	0.00162861243582544
68	chr1	91801151	91801551	401	*	4.40810134582679	2.84307661898355	5.32090762835658	-1.3508890213356	8.06243780111603e-06	0.00162861243582544
69	chrX	8192730	8193130	401	*	4.55333332300849	5.24445234935357	2.08435918172367	1.36611602171098	8.35837968511504e-06	0.00164859023511144
70	chrX	7841166	7841566	401	*	4.85822008983945	5.55435386367698	2.32809585166848	1.36781685957892	8.40137714456906e-06	0.00164859023511144
71	chrX	53716799	53717199	401	*	4.87455528110742	5.5890972780655	2.09249318618745	1.34038361819699	8.99550932020067e-06	0.00174031431017291
72	chr1	186609724	186610124	401	*	4.16079430228779	2.42794275932714	5.11103205209596	-1.36067921391544	9.82167004225034e-06	0.0018679715161924
73	chr6	120790112	120790512	401	*	3.97521146216666	1.8100023476199	5.00099644035006	-1.35604746036414	9.92733843055074e-06	0.0018679715161924
74	chr18	76665590	76665990	401	*	4.27164027886776	2.33862260205399	5.26016784837285	-1.35638480834999	1.06401905540943e-05	0.00195162757660621
75	chr7	4739735	4740135	401	*	5.9473592666856	6.56293117259471	4.16370278907227	1.3221806119499	1.06560911652203e-05	0.00195162757660621
76	chr5	35396558	35396958	401	*	4.25057856815357	2.34396935067026	5.23440831213852	-1.34829829849174	1.16379898656546e-05	0.00210341353677147
77	chr2	29195912	29196312	401	*	5.22872234345671	3.860553265029	6.09014041641748	-1.28200556302383	1.36127711742351e-05	0.00241033307420938
78	chr12	40893540	40893940	401	*	5.02536759215269	3.874581437571	5.81849522733876	-1.22346787490238	1.36870981208745e-05	0.00241033307420938
79	chrX	6399690	6400090	401	*	4.9292022422241	5.61363722808265	2.53759549845914	1.33284128393208	1.40268785905833e-05	0.00243890132050953
80	chr1	90537302	90537702	401	*	5.3321308789472	3.84874038547671	6.22469307487697	-1.2963855254997	1.49705320266827e-05	0.00257044034898141
81	chr5	37783531	37783931	401	*	4.20144992183062	2.48595797558475	5.14805731058857	-1.31275372342315	1.58837572886807e-05	0.00269357148292985
82	chr5	142385039	142385439	401	*	4.3967522732219	2.44019711826408	5.38938254801979	-1.31901190210112	1.63853484629123e-05	0.00274474568886053
83	chr1	93399593	93399993	401	*	5.16771272141025	3.8436644116954	6.01633724184053	-1.26488515690565	1.70197520592899e-05	0.00281666643718562
84	chr13	18268997	18269397	401	*	4.3564073515177	2.77479802764548	5.27315507461129	-1.30441427137122	1.74075604901746e-05	0.0028234647616285
85	chr18	65270644	65271044	401	*	5.70168354672915	4.5176847753302	6.50614481286618	-1.2251404903122	1.75474082433423e-05	0.0028234647616285
86	chr1	57223357	57223757	401	*	4.88529241327458	3.55968631632085	5.73437729991801	-1.2500032660112	1.76774875873654e-05	0.0028234647616285
87	chr1	165094738	165095138	401	*	4.11884940231789	2.16794206922219	5.11050238611981	-1.31009846060467	1.7907093761868e-05	0.00282726252773585
88	chr11	60140811	60141211	401	*	4.38796231818137	2.9114526247701	5.27875176400273	-1.28244230275194	1.8668181051749e-05	0.00291393335144119
89	chr5	121864429	121864829	401	*	5.38243340647931	4.19075147400832	6.18946713710511	-1.22043379937641	1.92585253840727e-05	0.00297230454691711
90	chr14	68054548	68054948	401	*	5.75347965454048	4.52320287332658	6.57316346137045	-1.24143839304591	1.99238882044414e-05	0.00304082809306897
91	chr11	57682434	57682834	401	*	4.01076833434262	1.81401797713542	5.04110119374601	-1.2874247974645	2.1863770504432e-05	0.0032671906984205
92	chr2	165815478	165815878	401	*	3.85269767126165	1.96231297360857	4.83359052271622	-1.2928738853636	2.18827565706673e-05	0.0032671906984205
93	chr2	69873183	69873583	401	*	4.7674408518182	3.08484656662404	5.70702156020046	-1.28955821106206	2.23288458380373e-05	0.00328902003430983
94	chrX	7648783	7649183	401	*	5.18581420983509	5.84368150676276	3.06343974703997	1.29081017508605	2.25078540495868e-05	0.00328902003430983
95	chrX	152342423	152342823	401	*	5.33498750000121	5.99084280213221	3.23091264063862	1.2886537908528	2.32956699568259e-05	0.00329401478805879
96	chrX	99042334	99042734	401	*	4.21908517056731	4.91988147296223	1.6294790363501	1.25074997628846	2.32958952163551e-05	0.00329401478805879
97	chr6	145187544	145187944	401	*	4.01125825880569	1.90166088326595	5.02874154736071	-1.28727207937189	2.33171031075334e-05	0.00329401478805879
98	chr12	21134369	21134769	401	*	4.05984975257625	4.84808299935061	0	0.97274361929001	2.35012703283169e-05	0.00329401478805879
99	chr16	14924722	14925122	401	*	4.68977140145718	3.39804983018819	5.5286954037256	-1.2222830010552	2.38471023882816e-05	0.00330872523641855
100	chrX	8206763	8207163	401	*	3.0739505924693	3.88130551452691	0	0.968964427430494	2.49574204403184e-05	0.00342815127168213
101	chr3	118878620	118879020	401	*	4.72418343528836	3.23232619407698	5.61891244904867	-1.25771564363178	2.55424413135812e-05	0.00346490879486907
102	chrX	37110215	37110615	401	*	4.56779805051392	5.2744006128472	1.90022661427184	1.26189332063671	2.57295207539783e-05	0.00346490879486907
103	chr5	54978008	54978408	401	*	5.10844679895357	3.85558569901072	5.93532787110651	-1.21257812828306	2.6563082038834e-05	0.00353181339411445
104	chr12	80553263	80553663	401	*	4.32615898288913	2.83894732716904	5.21970107186386	-1.25961120628731	2.67405789886359e-05	0.00353181339411445
105	chr19	45544375	45544775	401	*	4.57899515079705	3.08385182022309	5.47456085268038	-1.2512384599689	2.77215956209031e-05	0.00362651273760691
106	chr5	71475046	71475446	401	*	4.54753325264392	3.1566842063232	5.41533452244588	-1.24047226592726	2.87129635872512e-05	0.00371036653216434
107	chr14	114952245	114952645	401	*	3.0238426227227	3.8311975447803	0	0.959517293028638	2.89028260732079e-05	0.00371036653216434
108	chr17	47163830	47164230	401	*	4.29705611439645	2.599605116495	5.2398341902709	-1.26664635405151	2.93015248116148e-05	0.00372671985937353
109	chr14	60697535	60697935	401	*	3.8014737380724	1.6676387926641	4.82262045920631	-1.25940039267325	2.97888113188909e-05	0.00375393680987418
110	chrX	74296842	74297242	401	*	3.89190689990162	4.63908782601613	0.500834499250778	1.16416122511579	3.03939062459784e-05	0.00379110616122213
111	chrX	81070477	81070877	401	*	4.21086128433704	4.89232526409919	1.85224594771652	1.26428505330494	3.07951787953769e-05	0.00379110616122213
112	chr7	50027746	50028146	401	*	4.07605045541643	2.25033768203919	5.04483997986946	-1.26412043127816	3.09117567018695e-05	0.00379110616122213
113	chr1	162651944	162652344	401	*	5.0290630793622	3.78075548245767	5.85450494954618	-1.2095078832301	3.18389202751287e-05	0.00387026025574484
114	chr6	119388637	119389037	401	*	5.08079918179672	4.06014415511133	5.82594469090959	-1.10961903623816	3.23971586377826e-05	0.00388142391605132
115	chr9	67315267	67315667	401	*	4.46379079511202	3.04554898376144	5.33913258255573	-1.23762315090549	3.27911238875675e-05	0.00388142391605132
116	chr5	128964583	128964983	401	*	4.14775693833898	2.45131318548958	5.09031950304366	-1.25581914743674	3.29823530038451e-05	0.00388142391605132
117	chr14	9695352	9695752	401	*	4.46804919907778	5.16288404475124	1.95403519030053	1.23155836177166	3.3158332900638e-05	0.00388142391605132
118	chrX	164419454	164419854	401	*	5.16974648637112	5.80080771322381	3.27217597125726	1.24183947906735	3.35403844536372e-05	0.00388142391605132
119	chr6	90819059	90819459	401	*	4.30597339311462	2.73846461514927	5.21937360470619	-1.24907079710377	3.40303031018785e-05	0.00388142391605132
120	chr12	73830655	73831055	401	*	5.02688556372586	3.62564699056242	5.8975683187136	-1.2277317570217	3.43133165801568e-05	0.00388142391605132
121	chrX	145514857	145515257	401	*	4.31612335559438	3.07765884881947	5.13843364914155	-1.20273499907795	3.44324677138547e-05	0.00388142391605132
122	chr2	26619765	26620165	401	*	4.66912975233325	3.17700512719455	5.56392693549477	-1.23718146992225	3.44739165519992e-05	0.00388142391605132
123	chrX	8096752	8097152	401	*	4.13707274094759	4.87955005678487	0.852245947716515	1.16862916833112	3.50425425059852e-05	0.0038954868041065
124	chr8	22013093	22013493	401	*	4.28432904168102	4.97245521334344	1.85055532029762	1.22741165889072	3.51660136654926e-05	0.0038954868041065
125	chrX	98937696	98938096	401	*	4.58239378427682	5.2428506078082	2.43608158365016	1.25028306529338	3.58648137964375e-05	0.00394111265846293
126	chr11	117146817	117147217	401	*	4.90583164053671	3.55819696427976	5.76135817045522	-1.2094275867666	3.76142929911345e-05	0.00409735762195999
127	chrX	152016179	152016579	401	*	3.95720504241116	4.72817288279182	0	1.04681929710311	3.78832569881275e-05	0.00409735762195999
128	chr9	100432245	100432645	401	*	5.47315556192761	4.34930493161234	6.25683018179517	-1.15380857580506	3.83925026740141e-05	0.00411999544320514
129	chr14	65804423	65804823	401	*	4.10916739982593	2.31158355953261	5.07248768871448	-1.24403379382815	3.88500610072622e-05	0.00413677858911436
130	chr13	21512579	21512979	401	*	4.99895786475496	3.83723649493	5.79585581138703	-1.16902830611627	4.11549138102355e-05	0.0043484915084415
131	chrX	113297929	113298329	401	*	4.59199012989269	5.22410777062696	2.68626595616486	1.23577416626633	4.15561372220906e-05	0.0043573671823102
132	chr10	119979687	119980087	401	*	4.36629149136385	2.86493411879747	5.26343286458882	-1.22233244944028	4.24136008678984e-05	0.00441358501152615
133	chr10	60984213	60984613	401	*	4.28507403486054	2.68940900540173	5.20511862002985	-1.22687615351534	4.33647954623013e-05	0.00447085114168837
134	chr7	19715592	19715992	401	*	6.3921064747725	6.97316749320551	4.83033386407931	1.20559069063302	4.361488446318e-05	0.00447085114168837
135	chrX	94177790	94178190	401	*	4.19453667476524	4.93529131466501	0.946662784521027	1.12953584901988	4.65457705961029e-05	0.00473594596228199
136	chr9	6289322	6289722	401	*	3.83576435856981	4.60891670423581	0	1.03722367663244	4.70712757849977e-05	0.00475419885428476
137	chrX	85573683	85574083	401	*	4.98035590232764	5.57954474749999	3.30695709341995	1.21196971253398	4.86270731571175e-05	0.00479831906676557
138	chr7	138647555	138647955	401	*	3.93279332164996	2.1860116059843	4.88590633081132	-1.22327079860333	4.89872407196285e-05	0.00479831906676557
139	chr4	58678550	58678950	401	*	5.0226950310522	3.87352518898793	5.81526211491277	-1.15344793329683	4.90653167331239e-05	0.00479831906676557
140	chr15	30551008	30551408	401	*	3.94271947476573	2.23235509016455	4.88824440118366	-1.2207930341035	4.95549290369909e-05	0.00479831906676557
141	chrX	20792321	20792721	401	*	3.81063004104078	4.5831739860063	0	1.02750196357828	4.98483343874544e-05	0.00479831906676557
142	chr12	108223497	108223897	401	*	4.82858547396209	3.54136128737022	5.66613734972515	-1.18770069749183	4.98600599130742e-05	0.00479831906676557
143	chr19	25242041	25242441	401	*	4.69148288864488	3.36835396347265	5.5398354049	-1.19594154778366	4.99533799175507e-05	0.00479831906676557
144	chr3	89613968	89614368	401	*	5.44899703141586	4.45514473833378	6.18349618884856	-1.09435681813569	5.08274957383344e-05	0.00484837834348445
145	chr8	4165995	4166395	401	*	6.52150082073202	7.08823021825017	5.04134754625178	1.18524982461241	5.23318929501684e-05	0.0049484115434085
146	chr14	101548862	101549262	401	*	5.57082103022474	4.55935281935745	6.31234850436495	-1.11340508995417	5.25966864689605e-05	0.0049484115434085
147	chr19	5792716	5793116	401	*	4.33758172043125	2.94530694286609	5.2057799811573	-1.19111351919864	5.39597967923894e-05	0.00504212087578408
148	chrX	129749518	129749918	401	*	4.17821146330871	4.798412374253	2.36156984662282	1.20738339715219	5.68904679249173e-05	0.005280050455518
149	chr19	45749632	45750032	401	*	4.0901527465862	2.63366758598498	4.97572212610243	-1.20362231578601	5.97525758817688e-05	0.00549558185183214
150	chr13	40857522	40857922	401	*	5.02773839131234	3.82969098901547	5.83688960202638	-1.14627127979671	6.00129060698036e-05	0.00549558185183214
151	chr17	56325578	56325978	401	*	5.22399295662705	5.85976296762918	3.2896713446109	1.20111651654509	6.28945512746053e-05	0.0057213215649535
152	chr19	37204120	37204520	401	*	4.50099474369137	3.37428685350339	5.28568346996041	-1.13662110056807	6.47590246640105e-05	0.00585217080779505
153	chrX	94542038	94542438	401	*	4.71946862584748	5.36405401277971	2.71337760693637	1.1969734510755	6.6160956570655e-05	0.00590434150333825
154	chr8	3231296	3231696	401	*	4.08021871415754	2.37854696252778	5.02389788348802	-1.19628490498763	6.62517872298657e-05	0.00590434150333825
155	chr10	3740390	3740790	401	*	5.83551361404839	4.8792445810736	6.55460878426874	-1.08514549851621	6.69630960443572e-05	0.00590434150333825
156	chr5	91521695	91522095	401	*	4.89698940292633	3.79058026648613	5.67441419136629	-1.12373982527164	6.70557130548024e-05	0.00590434150333825
157	chrX	151046975	151047375	401	*	4.03078744800171	4.68459467018741	1.94507931582456	1.17834023944169	7.17470077168186e-05	0.00624245174602711
158	chr7	3665378	3665778	401	*	5.1032043385057	5.7275648232225	3.25617187932875	1.18922390447999	7.180455561097e-05	0.00624245174602711
159	chrX	136741273	136741673	401	*	5.08134244022888	5.68742001155941	3.36275641587025	1.18451982442944	7.22877686817494e-05	0.00624493579001578
160	chrX	18162231	18162631	401	*	5.252398237286	5.84211338807503	3.63858627772814	1.18080981478507	7.29811178081831e-05	0.00626542896383252
161	chr12	12788195	12788595	401	*	3.77878962653545	4.5505470870456	0	0.987787138585201	7.37822571517126e-05	0.00628543675092526
162	chr12	17881635	17882035	401	*	5.01001610371031	5.60800418182032	3.3443293926374	1.18705216373911	7.4129350149235e-05	0.00628543675092526
163	chrX	36645216	36645616	401	*	4.40087683930432	5.02444296419138	2.55970464847697	1.17347414317453	8.16775053875169e-05	0.00688295836811614
164	chr11	79028372	79028772	401	*	4.3659536833707	2.54400667878555	5.33401837242296	-1.17705301414801	8.25535719255032e-05	0.00691436502419946
165	chr12	84114030	84114430	401	*	4.46699558715498	3.38370904877359	5.23597458338016	-1.12688257194335	8.44338293363197e-05	0.00702898836220416
166	chr4	62965414	62965814	401	*	4.65249007992867	3.23301640187768	5.52816670109534	-1.16303911938131	8.58892423375059e-05	0.00708298955572014
167	chr2	93580269	93580669	401	*	4.32236967942896	2.83457368505066	5.21606132811086	-1.1701823156802	8.62147849829548e-05	0.00708298955572014
168	chr5	92809093	92809493	401	*	4.63813411316761	5.27951049939095	2.65863503956883	1.17268888237483	8.69382868131011e-05	0.00708298955572014
169	chr1	89337664	89338064	401	*	5.12039056158186	3.76092291808744	5.9793252664984	-1.16298982247053	8.71451102880536e-05	0.00708298955572014
170	chr7	66246475	66246875	401	*	3.85132779323582	1.87770731511505	4.84688392749051	-1.14619911626994	8.78745734696925e-05	0.00710026553635116
171	chr3	75956815	75957215	401	*	5.36880162263323	5.90310184676141	4.05531490799466	1.10326772403194	8.93747482506699e-05	0.00717924878345732
172	chrX	7899084	7899484	401	*	4.15718755842422	4.8765311883247	1.30086411537148	1.12106278609384	9.35161029588757e-05	0.00746823947815766
173	chr4	17429735	17430135	401	*	4.64766177884702	3.47013776626373	5.44994092046299	-1.10998619929932	9.67291958698227e-05	0.00765721864307889
174	chr11	4679970	4680370	401	*	4.06145074293095	4.78031761276528	1.21268538523035	1.10458155784416	9.699738234535e-05	0.00765721864307889
175	chr1	79988226	79988626	401	*	4.34203424877387	3.04837677736624	5.18154716719552	-1.12791133929003	9.90913092962211e-05	0.00777781842567367
176	chr4	109988219	109988619	401	*	4.44812744349259	3.25603741093165	5.25529730295922	-1.12470972996954	0.000102756598496198	0.00801896753299612
177	chrX	73458951	73459351	401	*	4.68029893924941	5.40793478348432	1.68531781908852	1.02339970394717	0.000103331192002061	0.00801896753299612
178	chrX	164076281	164076681	401	*	4.20527859104022	4.81894502382918	2.43495383799948	1.1521926249715	0.000106846861556525	0.00813334394073092
179	chr19	32240731	32241131	401	*	4.08855836337771	2.45618471615355	5.01702892766381	-1.15447771408971	0.000107012704487167	0.00813334394073092
180	chr4	117729324	117729724	401	*	4.04144083325665	2.45794718840718	4.95863284247207	-1.15046105003442	0.000107023625882484	0.00813334394073092
181	chr6	117483134	117483534	401	*	4.53908665698117	3.16348969933031	5.40260946095292	-1.14330824735924	0.000107173504169503	0.00813334394073092
182	chrX	74254450	74254850	401	*	4.25693393445266	4.96044409019209	1.63144944534203	1.12127302365711	0.000109006537930625	0.00816017098977241
183	chr1	86310875	86311275	401	*	4.13365856696942	4.89044285842231	0.496516738478399	0.808230863890393	0.000109164510344553	0.00816017098977241
184	chr2	3423902	3424302	401	*	3.92589106869414	4.62936707110013	1.30086411537148	1.13350338126631	0.000109309221179246	0.00816017098977241
185	chr5	123335283	123335683	401	*	4.74998223896653	3.58245286246947	5.54886714813205	-1.10570095035532	0.000110143080911595	0.00817797491568469
186	chrX	155216263	155216663	401	*	4.3211078254897	4.99907249883273	2.00032304049187	1.14207260455475	0.000114313952787558	0.00844202395424675
187	chr16	21282044	21282444	401	*	5.55799856536463	4.56373231718664	6.29266426295375	-1.06820792909412	0.000115485278325412	0.00848291862608478
188	chr10	66829161	66829561	401	*	5.16421518552898	4.09045788744967	5.92965928642308	-1.08436333044473	0.000116629452505573	0.00849755006683847
189	chr2	18158028	18158428	401	*	4.26309858002376	2.74419166617413	5.16464431068279	-1.1462961053972	0.000116921735776971	0.00849755006683847
190	chr15	95973692	95974092	401	*	5.81854821071126	4.86932131771067	6.53469344336893	-1.04384415681311	0.000119027773072318	0.00860508153116507
191	chrX	162829384	162829784	401	*	4.91243423254818	5.52803553398593	3.12857098124966	1.14225356343082	0.000120415454456678	0.0086598255623923
192	chr7	37501748	37502148	401	*	4.708600025646	3.46402375111503	5.53285808958911	-1.11818346365994	0.000121665551001649	0.00870415629457631
193	chr19	6109258	6109658	401	*	5.63305605572372	4.6068016730437	6.3803910690207	-1.06693861787161	0.000123014491551811	0.00875265678339368
194	chr5	141074584	141074984	401	*	5.40936128579198	4.44761141062788	6.13073828436905	-1.04049292980632	0.000123617895746824	0.00875265678339368
195	chr7	25076915	25077315	401	*	5.3622862006237	6.00348194618126	3.38426782442928	1.14074092521863	0.000124840059294598	0.00877926565560977
196	chr13	93619187	93619587	401	*	5.60389255613622	4.57689639544394	6.35151673988606	-1.06625047420278	0.000125271991008992	0.00877926565560977
197	chr5	44402116	44402516	401	*	4.64376442956852	3.50770953598517	5.43175168815989	-1.08884471143517	0.000127229214141768	0.00881795342801313
198	chr6	17806621	17807021	401	*	3.61269037023796	4.35961877497898	0.227534218861298	1.02832856332191	0.000127323297359353	0.00881795342801313
