"seqnames"	"start"	"end"	"width"	"strand"	"width"	"strand"	"Conc"	"Conc_mDMSOw1"	"Conc_mTBTw1"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"14"	"chr14"	118423102	118423501	400	"*"	401	"*"	4.84192619254603	5.64411403828366	2.87758665213529	1.46518460250715	2.98827497520434e-06	0.00415626359408421	"Distal Intergenic"	14	118365878	118398170	32293	1	"73306"	"ENSMUST00000186060.1"	57224	"ENSMUSG00000096997"	"1700044C05Rik"	"RIKEN cDNA 1700044C05 gene"
"15"	"chr2"	129109289	129109688	400	"*"	401	"*"	5.97947752222314	6.62917373039437	4.76578010647607	1.30583697742998	3.28808023377647e-06	0.00426836655413969	"Exon (ENSMUST00000103205.10/20017, exon 6 of 15)"	2	129115672	129118489	2818	1	"20017"	"ENSMUST00000133345.1"	-5984	"ENSMUSG00000027395"	"Polr1b"	"polymerase (RNA) I polypeptide B"
"16"	"chr1"	93449402	93449801	400	"*"	401	"*"	5.52041906140076	6.2200833233021	4.10873706432762	1.36192986088006	4.05674549378184e-06	0.00489455590905767	"Intron (ENSMUST00000170883.7/110611, intron 1 of 27)"	1	93407762	93445686	37925	2	"110611"	"ENSMUST00000042498.13"	-3716	"ENSMUSG00000034088"	"Hdlbp"	"high density lipoprotein (HDL) binding protein"
"17"	"chr14"	74392084	74392483	400	"*"	401	"*"	6.24788970352863	6.84481135622704	5.21140567932506	1.21180737511988	4.62265216246038e-06	0.00489455590905767	"Intron (ENSMUST00000226557.1/ENSMUST00000226557.1, intron 2 of 4)"	14	74355527	74369741	14215	1	"74425"	"ENSMUST00000226927.1"	36557	"ENSMUSG00000115845"	"4933402J15Rik"	"RIKEN cDNA 4933402J15 gene"
"18"	"chr5"	136982603	136983002	400	"*"	401	"*"	6.20340929195302	6.86496434381981	4.94572020538787	1.30470308723155	4.80819456808711e-06	0.00489455590905767	"Exon (ENSMUST00000156963.7/70103, exon 3 of 5)"	5	136982194	136986829	4636	2	"70103"	"ENSMUST00000034953.13"	3827	"ENSMUSG00000059518"	"Znhit1"	"zinc finger, HIT domain containing 1"
"19"	"chr5"	130309193	130309592	400	"*"	401	"*"	5.11325590440022	5.81910807152168	3.67452694305367	1.36553870563534	5.10083246683979e-06	0.00489455590905767	"Intron (ENSMUST00000040213.12/100929, intron 13 of 15)"	5	130258930	130269391	10462	1	"100929"	"ENSMUST00000147619.1"	50263	"ENSMUSG00000056310"	"Tyw1"	"tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)"
"20"	"chr19"	32240732	32241131	400	"*"	401	"*"	4.1743802880313	5.01702892766381	1.89971480150067	1.43559239269506	5.13381272292664e-06	0.00489455590905767	"Promoter (1-2kb)"	19	32223318	32238826	15509	2	"208449"	"ENSMUST00000126332.1"	-1906	"ENSMUSG00000040451"	"Sgms1"	"sphingomyelin synthase 1"
"21"	"chr3"	133075832	133076231	400	"*"	401	"*"	5.07775884518481	5.80167272926823	3.55634040832676	1.38034390329503	5.27863979510123e-06	0.00489455590905767	"Intron (ENSMUST00000029651.10/67553, intron 3 of 11)"	3	132998831	133091747	92917	2	"67553"	"ENSMUST00000161577.7"	15516	"ENSMUSG00000028018"	"Gstcd"	"glutathione S-transferase, C-terminal domain containing"
"22"	"chr7"	3413802	3414201	400	"*"	401	"*"	6.33873393291002	6.91029455125816	5.37820840999483	1.1673531636051	6.01450697429521e-06	0.00532338544561256	"Promoter (<=1kb)"	7	3415066	3415156	91	1	"104795667"	"ENSMUST00000178285.1"	-865	"ENSMUSG00000094210"	"Mir935"	"microRNA 935"
"23"	"chr1"	150465458	150465857	400	"*"	401	"*"	4.46441024361142	5.19681283510045	2.90204875439779	1.36789238615486	6.60715125776513e-06	0.00559367170831316	"Promoter (<=1kb)"	1	150449412	150465598	16187	2	"96875"	"ENSMUST00000006171.15"	0	"ENSMUSG00000006014"	"Prg4"	"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
"24"	"chr14"	79293555	79293954	400	"*"	401	"*"	5.02807489913295	5.77510800593226	3.39169326598155	1.37332693669135	9.02870231062153e-06	0.0067610458426707	"Intron (ENSMUST00000022595.7/66214, intron 2 of 4)"	14	79288756	79301645	12890	2	"66214"	"ENSMUST00000022595.7"	7691	"ENSMUSG00000022018"	"Rgcc"	"regulator of cell cycle"
"25"	"chr1"	58236044	58236443	400	"*"	401	"*"	4.34776134359772	5.11711715824407	2.58894975994959	1.38000677375352	9.04013421706842e-06	0.0067610458426707	"Intron (ENSMUST00000040442.5/71872, intron 12 of 34)"	1	58240606	58245161	4556	1	"71872"	"ENSMUST00000161926.1"	-4163	"ENSMUSG00000038242"	"Aox4"	"aldehyde oxidase 4"
"26"	"chr7"	82783740	82784139	400	"*"	401	"*"	5.43578636952436	6.13607581752212	4.02139986005934	1.330672908277	9.18040129098301e-06	0.0067610458426707	"Distal Intergenic"	7	82743368	82755644	12277	2	"77800"	"ENSMUST00000144828.1"	-28096	"ENSMUSG00000086690"	"4933406J10Rik"	"RIKEN cDNA 4933406J10 gene"
"27"	"chr11"	109608314	109608713	400	"*"	401	"*"	5.50298282069356	6.23806733060136	3.92738912592468	1.36533622041978	9.6870669083201e-06	0.0067610458426707	"Promoter (2-3kb)"	11	109573331	109611432	38102	2	"52639"	"ENSMUST00000103060.9"	2719	"ENSMUSG00000041895"	"Wipi1"	"WD repeat domain, phosphoinositide interacting 1"
"28"	"chr7"	6914366	6914765	400	"*"	401	"*"	5.40614822192048	5.96954230519113	4.46898373929827	1.13208246070281	9.88764598474158e-06	0.0067610458426707	"Intron (ENSMUST00000200535.5/57775, intron 4 of 8)"	7	6947602	6964825	17224	1	"57775"	"ENSMUST00000198068.2"	-32837	"ENSMUSG00000051527"	"Usp29"	"ubiquitin specific peptidase 29"
"29"	"chr4"	124480127	124480526	400	"*"	401	"*"	4.66988486653356	5.43648503204072	2.92686699009203	1.37676342475876	1.03839460831154e-05	0.0067610458426707	"Intron (ENSMUST00000143859.7/78460, intron 2 of 3)"	4	124449902	124485959	36058	2	"78460"	"ENSMUST00000143859.7"	5433	NA	"1700057H15Rik"	"RIKEN cDNA 1700057H15 gene"
"30"	"chr19"	61069505	61069904	400	"*"	401	"*"	5.36464566660657	6.02886578866233	4.09683186214238	1.27248753880474	1.04533398417381e-05	0.0067610458426707	"Intron (ENSMUST00000003313.9/14773, intron 6 of 15)"	19	61127003	61127564	562	2	"414758"	"ENSMUST00000148569.3"	57660	"ENSMUSG00000074733"	"Zfp950"	"zinc finger protein 950"
"31"	"chr19"	9945361	9945760	400	"*"	401	"*"	4.31382371332436	5.07807448744959	2.58411245593268	1.36719480511459	1.1539678549906e-05	0.0067610458426707	"Distal Intergenic"	19	9980598	9985092	4495	1	"14319"	"ENSMUST00000235196.1"	-34838	"ENSMUSG00000024661"	"Fth1"	"ferritin heavy polypeptide 1"
"32"	"chrX"	71326956	71327355	400	"*"	401	"*"	6.6764754151213	7.28463453741031	5.60456008435249	1.20888209606084	1.15997767135445e-05	0.0067610458426707	"Distal Intergenic"	20	71301369	71315691	14323	1	"17772"	"ENSMUST00000129722.1"	25587	"ENSMUSG00000031337"	"Mtm1"	"X-linked myotubular myopathy gene 1"
"33"	"chr6"	84723997	84724396	400	"*"	401	"*"	6.15248185972865	6.79818240072464	4.95323049848803	1.25361434820517	1.1781724468609e-05	0.0067610458426707	"Intron (ENSMUST00000160197.5/75914, intron 20 of 21)"	6	84571944	84593908	21965	2	"232174"	"ENSMUST00000168003.8"	-130089	"ENSMUSG00000063415"	"Cyp26b1"	"cytochrome P450, family 26, subfamily b, polypeptide 1"
"34"	"chr17"	34589703	34590102	400	"*"	401	"*"	6.81641143894954	7.39043282972893	5.84874555681787	1.15031085905015	1.1943179851339e-05	0.0067610458426707	"Promoter (<=1kb)"	17	34589806	34591754	1949	1	"106512"	"ENSMUST00000038244.14"	0	"ENSMUSG00000034786"	"Gpsm3"	"G-protein signalling modulator 3 (AGS3-like, C. elegans)"
"35"	"chr15"	50420907	50421306	400	"*"	401	"*"	6.46475325536021	7.07387767114279	5.38974033673195	1.20718095190612	1.21526604608399e-05	0.0067610458426707	"Distal Intergenic"	15	50819499	50827521	8023	2	"83925"	"ENSMUST00000183421.1"	406215	"ENSMUSG00000038679"	"Trps1"	"transcriptional repressor GATA binding 1"
"36"	"chr2"	87514899	87515298	400	"*"	401	"*"	7.01213808668215	7.58071907949085	6.06019527900748	1.14218724489489	1.47420698705119e-05	0.00793564701411892	"Distal Intergenic"	2	87508458	87510865	2408	1	"347711"	"ENSMUST00000026956.3"	6441	"ENSMUSG00000025838"	"Pramel6"	"PRAME like 6"
"37"	"chr3"	41354116	41354515	400	"*"	401	"*"	4.30450590325231	5.03487223546148	2.75209436564831	1.31822230863033	1.54215950420667e-05	0.00793564701411892	"Exon (ENSMUST00000196973.1/ENSMUST00000196973.1, exon 1 of 3)"	3	41487679	41493190	5512	2	"78706"	"ENSMUST00000199155.1"	138675	"ENSMUSG00000097639"	"Platr4"	"pluripotency associated transcript 4"
"38"	"chr7"	55854577	55854976	400	"*"	401	"*"	7.18724705514702	7.77418264690549	6.18131153928348	1.17007215197271	1.54865749042995e-05	0.00793564701411892	"Intron (ENSMUST00000168271.8/20430, intron 1 of 11)"	7	55842255	55930471	88217	1	"20430"	"ENSMUST00000163845.3"	12322	"ENSMUSG00000030447"	"Cyfip1"	"cytoplasmic FMR1 interacting protein 1"
"39"	"chr17"	27040882	27041281	400	"*"	401	"*"	5.61564170457604	6.29967392592057	4.26962300667743	1.28479726507797	1.62091039259383e-05	0.00801477830202706	"Distal Intergenic"	17	27032859	27037624	4766	1	"70772"	"ENSMUST00000235543.1"	8023	"ENSMUSG00000048731"	"Ggnbp1"	"gametogenetin binding protein 1"
"40"	"chr11"	25719937	25720336	400	"*"	401	"*"	6.39830931017587	6.95990805658053	5.46621270233828	1.11922177913017	1.66141506752144e-05	0.00801477830202706	"Intron (ENSMUST00000125773.7/70626, intron 2 of 5)"	11	25647915	25769141	121227	2	"70626"	"ENSMUST00000179180.1"	48805	NA	"5730522E02Rik"	"RIKEN cDNA 5730522E02 gene"
"41"	"chr14"	105989097	105989496	400	"*"	401	"*"	6.11434952417636	6.73218605350281	5.01097879944647	1.20697868804401	1.68758170903405e-05	0.00801477830202706	"Distal Intergenic"	14	105891947	105896819	4873	2	"24064"	"ENSMUST00000022709.5"	-92278	"ENSMUSG00000022114"	"Spry2"	"sprouty RTK signaling antagonist 2"
"42"	"chr19"	31319220	31319619	400	"*"	401	"*"	6.6247170904378	7.20299114211813	5.6445983770406	1.15445020605058	1.73141839552e-05	0.00802718547561083	"Intron (ENSMUST00000065067.13/19091, intron 2 of 17)"	19	31082837	31087069	4233	1	"83410"	"ENSMUST00000066039.7"	236383	"ENSMUSG00000053536"	"Cstf2t"	"cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
"43"	"chr6"	86528198	86528597	400	"*"	401	"*"	4.37552080328664	5.12218381058229	2.74106870074038	1.33083989506504	1.82580183981567e-05	0.00814555717117134	"Promoter (<=1kb)"	6	86527474	86563505	36032	1	"72012"	"ENSMUST00000205028.1"	724	"ENSMUSG00000097048"	"1600020E01Rik"	"RIKEN cDNA 1600020E01 gene"
"44"	"chr8"	106375674	106376073	400	"*"	401	"*"	7.12390514673714	7.69597917090675	6.1618938059787	1.14284478967026	1.84201786662496e-05	0.00814555717117134	"Distal Intergenic"	8	106252548	106337988	85441	2	"58994"	"ENSMUST00000067512.7"	-37686	"ENSMUSG00000031906"	"Smpd3"	"sphingomyelin phosphodiesterase 3, neutral"
"45"	"chr11"	99370785	99371184	400	"*"	401	"*"	5.88312590106523	6.54403149601673	4.62789058120784	1.25327053272372	1.99494713345364e-05	0.00814555717117134	"Exon (ENSMUST00000006963.2/70843, exon 5 of 8)"	11	99364872	99374903	10032	2	"70843"	"ENSMUST00000006963.2"	3719	"ENSMUSG00000055937"	"Krt28"	"keratin 28"
"46"	"chr1"	93399594	93399993	400	"*"	401	"*"	5.30726365796561	6.01633724184053	3.85420389985932	1.30375764427723	1.99536995776855e-05	0.00814555717117134	"Promoter (1-2kb)"	1	93401861	93403570	1710	1	"404545"	"ENSMUST00000190340.1"	-1868	"ENSMUSG00000034107"	"Ano7"	"anoctamin 7"
"47"	"chr14"	39625536	39625935	400	"*"	401	"*"	6.57681816982747	7.17334000100984	5.54157386525375	1.16869094566309	2.09114985687192e-05	0.00814555717117134	"Distal Intergenic"	14	39655663	39685293	29631	1	"73591"	"ENSMUST00000185680.1"	-29728	"ENSMUSG00000101261"	"1700109I08Rik"	"RIKEN cDNA 1700109I08 gene"
"48"	"chr5"	124175394	124175793	400	"*"	401	"*"	4.46203925116167	5.2213930026927	2.75960772839968	1.33017845566688	2.09137960689425e-05	0.00814555717117134	"Intron (ENSMUST00000086123.10/19679, intron 1 of 23)"	5	124143606	124185118	41513	2	"19679"	"ENSMUST00000161644.2"	9325	"ENSMUSG00000029406"	"Pitpnm2"	"phosphatidylinositol transfer protein, membrane-associated 2"
"49"	"chr15"	59642283	59642682	400	"*"	401	"*"	4.81915679061034	5.52372524662452	3.38609028447815	1.28654528531822	2.09786494028471e-05	0.00814555717117134	"Distal Intergenic"	15	59648350	59657099	8750	1	"211770"	"ENSMUST00000067543.7"	-5668	"ENSMUSG00000032501"	"Trib1"	"tribbles pseudokinase 1"
"50"	"chr1"	75370652	75371051	400	"*"	401	"*"	4.27115774328567	5.06639306438418	2.35325855507911	1.33693066405931	2.1351107083258e-05	0.00814555717117134	"Promoter (<=1kb)"	1	75368272	75370451	2180	2	"100503248"	"ENSMUST00000130095.1"	-201	"ENSMUSG00000085653"	"Gm15179"	"predicted gene 15179"
"51"	"chr18"	46230744	46231143	400	"*"	401	"*"	5.10226746179121	5.7522245818665	3.88762028689561	1.2252392067467	2.19263754624037e-05	0.00814555717117134	"Distal Intergenic"	18	46241397	46248905	7509	2	"225467"	"ENSMUST00000236368.1"	17762	"ENSMUSG00000024477"	"Pggt1b"	"protein geranylgeranyltransferase type I, beta subunit"
"52"	"chr1"	74014763	74015162	400	"*"	401	"*"	5.21041072868212	5.92765508951645	3.72020256785868	1.29615705835986	2.20934346347018e-05	0.00814555717117134	"Promoter (1-2kb)"	1	73990374	74016422	26049	2	"21961"	"ENSMUST00000186381.6"	1260	"ENSMUSG00000055322"	"Tns1"	"tensin 1"
"53"	"chr3"	9520039	9520438	400	"*"	401	"*"	4.38236480434103	1.75121461341329	5.26096039444122	-1.31163404837442	2.3567160774421e-05	0.00814555717117134	"Intron (ENSMUST00000041124.12/170753, intron 2 of 8)"	3	9438292	9565299	127008	2	"170753"	"ENSMUST00000193947.1"	44861	"ENSMUSG00000040209"	"Zfp704"	"zinc finger protein 704"
"54"	"chr6"	72570394	72570793	400	"*"	401	"*"	6.95677533249163	7.54212058854463	5.95562645683547	1.15346469467592	2.3789945073876e-05	0.00814555717117134	"Intron (ENSMUST00000114069.7/232089, intron 10 of 12)"	6	72555979	72557847	1869	1	"12332"	"ENSMUST00000127770.1"	14415	"ENSMUSG00000056737"	"Capg"	"capping actin protein, gelsolin like"
"55"	"chr3"	66419951	66420350	400	"*"	401	"*"	4.83630958787063	5.48848339450475	3.61356104039966	1.24333539544364	2.4182028728671e-05	0.00814555717117134	"Distal Intergenic"	3	66053558	66296837	243280	2	"72789"	"ENSMUST00000029419.7"	-123114	"ENSMUSG00000027831"	"Veph1"	"ventricular zone expressed PH domain-containing 1"
"56"	"chr11"	75827448	75827847	400	"*"	401	"*"	6.60125874843788	7.19123046488805	5.58612589237075	1.151700123934	2.4995460890604e-05	0.00814555717117134	"Distal Intergenic"	11	75768966	75796049	27084	2	"13447"	"ENSMUST00000021209.7"	-31399	"ENSMUSG00000020848"	"Doc2b"	"double C2, beta"
"57"	"chr12"	91675237	91675636	400	"*"	401	"*"	6.93715815439861	7.50407112932959	5.98999013436692	1.11990104144595	2.52448996606395e-05	0.00814555717117134	"Intron (ENSMUST00000052969.14/108800, intron 4 of 6)"	12	91703413	91713974	10562	2	"108800"	"ENSMUST00000111609.2"	38338	"ENSMUSG00000020961"	"Ston2"	"stonin 2"
"58"	"chr17"	26116178	26116577	400	"*"	401	"*"	4.92771287412526	5.60636521145523	3.60346071232251	1.26007336100465	2.56425006879601e-05	0.00814555717117134	"Promoter (<=1kb)"	17	26116631	26122347	5717	1	"60455"	"ENSMUST00000128597.2"	-54	"ENSMUSG00000024180"	"Pgap6"	"post-glycosylphosphatidylinositol attachment to proteins 6"
"59"	"chr7"	114656981	114657380	400	"*"	401	"*"	4.45453643937994	5.20434604139377	2.80358056260778	1.31533272201093	2.5698607394258e-05	0.00814555717117134	"Distal Intergenic"	7	114631478	114636357	4880	2	"12310"	"ENSMUST00000032906.10"	-20624	"ENSMUSG00000030669"	"Calca"	"calcitonin/calcitonin-related polypeptide, alpha"
"60"	"chr7"	43624240	43624639	400	"*"	401	"*"	5.32176276575076	5.97366512566618	4.1000093986705	1.22502203112692	2.62680652330745e-05	0.00814555717117134	"Distal Intergenic"	7	43634707	43649295	14589	1	"72431"	"ENSMUST00000032663.9"	-10068	"ENSMUSG00000030472"	"Ceacam18"	"CEA cell adhesion molecule 18"
"61"	"chr2"	69873184	69873583	400	"*"	401	"*"	4.92315639627724	5.70702156020046	3.07767504005179	1.32015060469019	2.69815314889408e-05	0.00814555717117134	"Promoter (<=1kb)"	2	69871218	69874050	2833	2	"75422"	"ENSMUST00000135459.1"	467	"ENSMUSG00000051730"	"Mettl5"	"methyltransferase 5, N6-adenosine"
"62"	"chr18"	87657364	87657763	400	"*"	401	"*"	5.13521844197982	5.8151537663795	3.80581250790823	1.2574534607155	2.75968067664893e-05	0.00814555717117134	"Distal Intergenic"	18	86713048	86718283	5236	1	"12405"	"ENSMUST00000169470.1"	944316	"ENSMUSG00000024647"	"Cbln2"	"cerebellin 2 precursor protein"
"63"	"chr19"	23294171	23294570	400	"*"	401	"*"	5.72478487127811	6.36418013645108	4.54796000295843	1.20327474234898	2.76506640368453e-05	0.00814555717117134	"Intron (ENSMUST00000236341.1/ENSMUST00000236341.1, intron 2 of 2)"	19	23208723	23273897	65175	2	"226026"	"ENSMUST00000223934.1"	-20274	"ENSMUSG00000024943"	"Smc5"	"structural maintenance of chromosomes 5"
"64"	"chr15"	7408399	7408798	400	"*"	401	"*"	5.15678383366768	5.79585581138703	3.98109686941027	1.207246377909	2.85653918299739e-05	0.00814555717117134	"Intron (ENSMUST00000161643.1/ENSMUST00000161643.1, intron 1 of 1)"	15	7206583	7398395	191813	2	"268780"	"ENSMUST00000160207.7"	-10004	"ENSMUSG00000042961"	"Egflam"	"EGF-like, fibronectin type III and laminin G domains"
"65"	"chr2"	38511260	38511659	400	"*"	401	"*"	5.17643153591713	5.81827900726836	3.99093770712965	1.19313887883919	2.92077327784842e-05	0.00814555717117134	"Promoter (<=1kb)"	2	38511643	38594606	82964	1	"59126"	"ENSMUST00000054234.9"	0	"ENSMUSG00000026749"	"Nek6"	"NIMA (never in mitosis gene a)-related expressed kinase 6"
"66"	"chr4"	154085014	154085413	400	"*"	401	"*"	4.63304154615858	5.33126248645178	3.22757951365685	1.2710257659004	2.93363196253119e-05	0.00814555717117134	"Promoter (<=1kb)"	4	154064445	154085322	20878	2	"22062"	"ENSMUST00000155642.1"	0	"ENSMUSG00000029026"	"Trp73"	"transformation related protein 73"
"67"	"chr5"	76850188	76850587	400	"*"	401	"*"	4.74921385514706	5.44054696826146	3.37298727407964	1.26393916295788	2.93950604171259e-05	0.00814555717117134	"Intron (ENSMUST00000238963.1/320827, intron 6 of 11)"	5	76858842	76866491	7650	1	"320827"	"ENSMUST00000152373.1"	-8255	"ENSMUSG00000036377"	"Cracd"	"capping protein inhibiting regulator of actin"
"68"	"chr1"	57223358	57223757	400	"*"	401	"*"	5.04860278886785	5.73437729991801	3.69544631757476	1.25910186664415	2.98854172061176e-05	0.00814555717117134	"Distal Intergenic"	1	57200645	57214993	14349	2	"407809"	"ENSMUST00000190488.1"	-8365	"ENSMUSG00000101429"	"BC055402"	"cDNA sequence BC055402"
"69"	"chr4"	63548164	63548563	400	"*"	401	"*"	4.35299540856942	5.06863818494564	2.87016132776808	1.28362621178008	3.00439007628541e-05	0.00814555717117134	"Intron (ENSMUST00000035301.6/66290, intron 1 of 2)"	4	63544772	63550750	5979	1	"66290"	"ENSMUST00000035301.6"	3392	"ENSMUSG00000039105"	"Atp6v1g1"	"ATPase, H+ transporting, lysosomal V1 subunit G1"
"70"	"chr14"	67235815	67236214	400	"*"	401	"*"	5.68721112696193	6.28432682586537	4.65012491891498	1.15690983717413	3.0106980286813e-05	0.00814555717117134	"Promoter (1-2kb)"	14	67234644	67428687	194044	1	"13592"	"ENSMUST00000176029.1"	1171	"ENSMUSG00000022053"	"Ebf2"	"early B cell factor 2"
"71"	"chr9"	100432246	100432645	400	"*"	401	"*"	5.59941772785316	6.25683018179517	4.35729027181557	1.2319580399035	3.0940448130271e-05	0.00814555717117134	"Distal Intergenic"	9	100458530	100461735	3206	2	"213208"	"ENSMUST00000125259.1"	29090	"ENSMUSG00000044244"	"Il20rb"	"interleukin 20 receptor beta"
"72"	"chr11"	79028373	79028772	400	"*"	401	"*"	4.52679994880228	5.33401837242296	2.52775507642304	1.3107834280992	3.13044007586941e-05	0.00814555717117134	"Exon (ENSMUST00000018478.10/16706, exon 12 of 19)"	11	79023597	79031057	7461	1	"790910"	"ENSMUST00000143473.1"	4776	NA	"Gm11201"	"predicted gene 11201"
"73"	"chr18"	73922050	73922449	400	"*"	401	"*"	6.13176191396924	6.72842718579567	5.09607300752346	1.14350449288584	3.17897062026055e-05	0.00814555717117134	"Distal Intergenic"	18	73863672	73871980	8309	1	"71263"	"ENSMUST00000134847.1"	58378	"ENSMUSG00000064036"	"Mro"	"maestro"
"74"	"chr5"	7654531	7654930	400	"*"	401	"*"	3.925700808719	4.69301403395545	2.17861554423135	1.29892514659357	3.18415044582588e-05	0.00814555717117134	"Distal Intergenic"	5	7960457	7982213	21757	1	"117167"	"ENSMUST00000115421.2"	-305527	"ENSMUSG00000012428"	"Steap4"	"STEAP family member 4"
"75"	"chr10"	100190981	100191380	400	"*"	401	"*"	6.92370956974712	7.49665418918265	5.95917397565311	1.12338594202237	3.18841056259252e-05	0.00814555717117134	"Distal Intergenic"	10	100088056	100097181	9126	1	"17311"	"ENSMUST00000219881.1"	102925	"ENSMUSG00000019966"	"Kitl"	"kit ligand"
