seqnames	start	end	width	strand	Conc	Conc_fDMSOw1	Conc_fTBTw1	Fold	p.value	FDR
20	chr9	73562866	73563266	401	*	5.76646777790197	6.3517310742368	5.08785428259345	0.666345001268041	0.00041506150443827	0.0312378330077795
21	chr2	160971074	160971474	401	*	6.19814649388951	6.78926149028117	5.50893354169949	0.664705342073266	0.000419297706894772	0.0312378330077795
22	chr10	100190980	100191380	401	*	7.25062553409491	7.80778986178198	6.62127919201418	0.660001083981716	0.000436282341882398	0.0312378330077795
23	chr2	61110544	61110944	401	*	5.68290752381348	6.28083705263382	4.9811971556198	0.657978091494017	0.000498187483009686	0.0312378330077795
24	chr12	17450208	17450608	401	*	5.92164659309661	6.49601203601334	5.26245542034007	0.652335638235521	0.000531946771487912	0.0312378330077795
25	chr6	118700882	118701282	401	*	6.59970762158299	7.1461978317297	5.98840162083358	0.647418318292628	0.00053854171149523	0.0312378330077795
26	chr5	96504888	96505288	401	*	6.6180042515504	7.18499590171152	5.97172631971106	0.648907258468075	0.000565283820652823	0.0312378330077795
27	chr17	54963016	54963416	401	*	6.04131185234298	6.63401383751197	5.34920337814725	0.647187820263769	0.000602804805928923	0.0312378330077795
28	chr1	89117736	89118136	401	*	7.43593070910921	7.96277132844032	6.85691873204921	0.636061674990181	0.00062177476729511	0.0312378330077795
29	chr19	51552030	51552430	401	*	5.28819940535875	5.93867721917711	4.48413659329815	0.640503500429771	0.000658884652736843	0.0312378330077795
30	chr5	150350525	150350925	401	*	5.05814978237586	5.72251525340458	4.2251137887758	0.638042524233741	0.000665426444187173	0.0312378330077795
31	chr7	66661496	66661896	401	*	5.08488553468253	5.72884963991698	4.29412012798986	0.639598615134248	0.000666751522941777	0.0312378330077795
32	chr11	94242735	94243135	401	*	5.87657919162912	6.51977286491869	5.08737456340752	0.63817296604517	0.000676821354974838	0.0312378330077795
33	chr4	136176943	136177343	401	*	6.48785143921222	7.03437395418654	5.87649137883157	0.635791871775584	0.000676891344952618	0.0312378330077795
34	chr4	21482021	21482421	401	*	7.33899685058126	7.84595830768479	6.79150676798586	0.626092786127094	0.000684590831194613	0.0312378330077795
35	chr15	32401844	32402244	401	*	6.2642882357536	6.82707111620822	5.62530010951848	0.63832847289357	0.000690630323119509	0.0312378330077795
36	chr8	85112897	85113297	401	*	7.4975898688629	8.03528730445985	6.90087863738788	0.632588478136037	0.000716794224921161	0.0312378330077795
37	chr9	74845963	74846363	401	*	5.15919411001115	5.85691030213062	4.25288568108104	0.622917956471428	0.000732885739296526	0.0312378330077795
38	chr15	61535752	61536152	401	*	7.07643610318364	7.62247883131896	6.46587859625237	0.632325970996857	0.00073467824951168	0.0312378330077795
39	chr12	77924892	77925292	401	*	6.22621096138831	6.79896792605216	5.56985212965323	0.633902620774524	0.00075105226009987	0.0312378330077795
40	chr11	87583372	87583772	401	*	6.00431403835051	6.56935452372872	5.36142284955353	0.632746935791095	0.000757444861172154	0.0312378330077795
41	chr14	105989096	105989496	401	*	6.56031241862024	7.12531677560994	5.91748382179916	0.629597891024964	0.000817022433538548	0.0312378330077795
42	chr10	88739002	88739402	401	*	6.20638511515033	6.75730576403275	5.58763477082223	0.628014648293305	0.000821723436511533	0.0312378330077795
43	chr16	30461140	30461540	401	*	6.97988428890579	7.5038149419754	6.40555721653856	0.620503217714456	0.000856360959046472	0.0312378330077795
44	chr3	102812041	102812441	401	*	7.16465422201214	7.71147924359161	6.55278778312947	0.624439616658667	0.000865134022898282	0.0312378330077795
45	chr13	71261193	71261593	401	*	6.48202216110909	7.04383875026228	5.84469952597157	0.625732094263451	0.000869948812692407	0.0312378330077795
46	chr12	31736546	31736946	401	*	6.89873974102599	7.40632894349264	6.35027127731725	0.614395124673967	0.00088733407613061	0.0312378330077795
47	chr2	35582713	35583113	401	*	5.85343656015529	6.37767843398523	5.27860961393386	0.614826420377014	0.000924498226938386	0.0312378330077795
48	chr12	16634967	16635367	401	*	7.46360562596252	7.97255764061409	6.91300937761147	0.612886852745929	0.000927266584745581	0.0312378330077795
49	chr7	113513083	113513483	401	*	7.26609271092518	7.77150998750275	6.72100470506308	0.611980078098406	0.000934896383932738	0.0312378330077795
50	chr14	31662198	31662598	401	*	5.91882495138504	6.52922493102215	5.19380383328906	0.620520507038334	0.000952248079072094	0.0312378330077795
51	chr13	114245469	114245869	401	*	5.99974256153108	6.60454944037904	5.28524805907254	0.621260761102546	0.000953164445997503	0.0312378330077795
52	chr7	98721121	98721521	401	*	6.03119739366364	6.56893541421053	5.43441933803286	0.613770334322434	0.000978704752579117	0.0312378330077795
53	chr1	55625928	55626328	401	*	6.8845840281703	7.42111799701293	6.28978636125087	0.616447922821153	0.000981698930620044	0.0312378330077795
54	chr13	74920349	74920749	401	*	5.80158500280199	6.37806493383292	5.13865716079015	0.619766640619369	0.000981867954935669	0.0312378330077795
55	chr7	143119253	143119653	401	*	6.56734446629355	7.03759596456689	6.07523912323964	0.593679097128612	0.00098617530993034	0.0312378330077795
56	chr9	42408755	42409155	401	*	6.84995891456156	7.34281057212669	6.32417635345261	0.603647232945938	0.000993064707113506	0.0312378330077795
57	chr14	40115339	40115739	401	*	6.18649450974214	6.71006915693897	5.61273889935867	0.610517317270377	0.00100369139870554	0.0312378330077795
58	chr8	127994913	127995313	401	*	7.23096330059298	7.77428305282734	6.62494712221663	0.616376711700091	0.00100416708066974	0.0312378330077795
59	chr10	25295053	25295453	401	*	6.19915326369085	6.73080370817174	5.61234329630014	0.613265997915245	0.0010186283756718	0.0312378330077795
60	chr4	139238459	139238859	401	*	7.11081989799679	7.64042789988397	6.52732959452464	0.612979676025712	0.00102795151018708	0.0312378330077795
61	chr8	106375673	106376073	401	*	7.58806353476447	8.10241616227138	7.02898428697833	0.609814176324526	0.00103370996046781	0.0312378330077795
62	chr10	35777233	35777633	401	*	6.46843412641932	7.02656166973428	5.83744207644556	0.615100188334876	0.00105518485603592	0.0312378330077795
63	chr11	25719936	25720336	401	*	6.67267343116361	7.1788397305186	6.12642109052108	0.604603776962221	0.00107357124810192	0.0312378330077795
64	chr5	138397050	138397450	401	*	7.09009625406541	7.59053979635442	6.55270080441058	0.604348454767723	0.00107892930366312	0.0312378330077795
65	chr16	83678653	83679053	401	*	5.74724412043113	6.29564313272601	5.13273832265678	0.607694047075752	0.00113547460375827	0.0312378330077795
66	chr14	96212681	96213081	401	*	6.9834977378387	7.48344666094861	6.44686360223127	0.601118077842316	0.00113702148027344	0.0312378330077795
67	chr12	59413284	59413684	401	*	7.2770458761757	7.81006796126927	6.68799958461515	0.608599037270863	0.0011392663419201	0.0312378330077795
68	chr5	73139993	73140393	401	*	6.73635064456042	7.24045537015431	6.19329924426471	0.600389629149426	0.00114862141921434	0.0312378330077795
69	chrX	158425802	158426202	401	*	6.03660987633544	6.57338227421258	5.44142039535165	0.605256468447165	0.00118380294740854	0.0312378330077795
70	chr13	44028415	44028815	401	*	6.17205839479224	6.70181468352091	5.58832748978747	0.604154511881727	0.00119020366126032	0.0312378330077795
71	chr6	4003124	4003524	401	*	6.36669133139134	6.92324474237364	5.73838723410319	0.607131968128125	0.001214517020804	0.0312378330077795
72	chr10	4346697	4347097	401	*	5.50972526622517	6.04002306276851	4.92511519120849	0.603288578103893	0.001233941424187	0.0312378330077795
73	chr6	88496532	88496932	401	*	5.56742489067807	6.14772059519157	4.89771536436789	0.604899433140424	0.00127001269557179	0.0312378330077795
74	chr14	68054548	68054948	401	*	5.39666665783754	6.0797375171804	4.52320287332658	0.585661835143961	0.00127402865300443	0.0312378330077795
75	chr12	82455782	82456182	401	*	6.62232931450631	7.13483155552334	6.06616575770987	0.596781638944972	0.00129552499146284	0.0312378330077795
76	chr14	39625535	39625935	401	*	6.88485960712198	7.42153767677393	6.28982515761125	0.601557654189619	0.00129780492919083	0.0312378330077795
77	chr15	76857140	76857540	401	*	6.46161168768804	7.02851790815221	5.81548230338351	0.603463674214725	0.00130476537802615	0.0312378330077795
78	chr13	32790191	32790591	401	*	5.58097700757215	6.09697447892747	5.01929783971645	0.599125061015127	0.00132325711140894	0.0312378330077795
79	chr12	13586447	13586847	401	*	7.73456784859927	8.23580430659554	7.19595056497772	0.594563767524876	0.00132770429031483	0.0312378330077795
80	chr17	34589702	34590102	401	*	7.24289816113116	7.74132317333712	6.70860545787152	0.592389661527446	0.00134065612215421	0.0312378330077795
81	chr16	20157571	20157971	401	*	6.40420914728748	6.95143487408764	5.79167151375812	0.600848672796698	0.00135067299136057	0.0312378330077795
82	chr18	73922049	73922449	401	*	6.61057536142207	7.1406682741673	6.02629802920788	0.598395066510148	0.00136253698825528	0.0312378330077795
83	chr2	7706623	7707023	401	*	7.3771602965609	7.88162010380425	6.83355840403069	0.592604028090511	0.00139797810923963	0.0312378330077795
84	chr5	26130802	26131202	401	*	5.29767656757022	5.86843173832395	4.64483051825859	0.599237759221795	0.00140418571716864	0.0312378330077795
85	chr2	124024193	124024593	401	*	7.34483401997491	7.83526939680128	6.82271526848938	0.58842804032542	0.00141977201016868	0.0312378330077795
86	chr18	67326231	67326631	401	*	5.96347366621347	6.49220419298111	5.38140577626872	0.595191755753101	0.00143583829239084	0.0312378330077795
87	chr12	71858316	71858716	401	*	6.89511207379665	7.36756954699141	6.39977691140675	0.580335805743033	0.00144695219192694	0.0312378330077795
88	chr18	74660498	74660898	401	*	6.18308748668336	6.7238009711731	5.581396660407	0.595618390170772	0.00146538513864237	0.0312378330077795
89	chr3	77737048	77737448	401	*	7.10874467832904	7.60782525679437	6.57344549072369	0.588265550573705	0.00149081273526867	0.0312378330077795
90	chr11	53771151	53771551	401	*	7.30924959257667	7.80764812925784	6.77499751257502	0.586780409221182	0.00151771209046732	0.0312378330077795
91	chr5	34619058	34619458	401	*	7.76216235286421	8.28723781451451	7.18599513603149	0.591701956722049	0.0015298146666687	0.0312378330077795
92	chr9	96579724	96580124	401	*	5.75378825621214	6.30253395046177	5.13870008499144	0.592124045052397	0.00153060655000758	0.0312378330077795
93	chr15	85064889	85065289	401	*	5.59512704416679	6.17669102628188	4.92315237050891	0.593844657780734	0.00153859854254195	0.0312378330077795
94	chr8	124948695	124949095	401	*	6.9521083023468	7.43114147212767	6.44707279926316	0.579855455474819	0.00155744526059554	0.0312378330077795
95	chr13	38832315	38832715	401	*	6.64774575379955	7.18334872379508	6.05447637413649	0.591894137875619	0.00155873819486769	0.0312378330077795
96	chr11	88707651	88708051	401	*	7.68607241274732	8.20148959201317	7.12531135627293	0.589206249934445	0.00156051789630059	0.0312378330077795
97	chr4	152189971	152190371	401	*	7.00673626211009	7.51446054306272	6.45805712751496	0.586151486470721	0.00159945139742826	0.0312378330077795
98	chr14	23856617	23857017	401	*	6.68222344299453	7.19156058394691	6.13102495566323	0.585056642490993	0.00165546647927966	0.0312378330077795
99	chr15	35277255	35277655	401	*	7.21123184527145	7.70724661348089	6.68062962292964	0.5815717805094	0.00168436982952726	0.0312378330077795
100	chr11	30888110	30888510	401	*	7.66357973906975	8.15764543301966	7.13595049182616	0.579160148173374	0.0017628502306377	0.0312378330077795
101	chr11	43209875	43210275	401	*	6.75539001499342	7.27389341126474	6.1897351085918	0.582588411956403	0.0017679779181582	0.0312378330077795
102	chr16	84370849	84371249	401	*	6.11705797668341	6.64689380233698	5.53319799300199	0.582941793166689	0.0017982453922763	0.0312378330077795
103	chr16	6959593	6959993	401	*	7.36073083062479	7.87092175848381	6.80819576789676	0.579781312425037	0.00184268438601673	0.0312378330077795
104	chr2	150809240	150809640	401	*	5.71460738385362	6.26411595098663	5.09823637927327	0.582849268189437	0.00184339085831999	0.0312378330077795
105	chr3	141523387	141523787	401	*	5.78154794691217	6.28329562439667	5.24214200026483	0.576716000131453	0.00185479773399677	0.0312378330077795
106	chr16	76691114	76691514	401	*	6.23102642712218	6.77912364201593	5.61702729831041	0.581841190782291	0.00186039292012975	0.0312378330077795
107	chr5	114044579	114044979	401	*	5.58732650372081	6.14456528294756	4.95785306309331	0.582288183365895	0.00186219427781421	0.0312378330077795
108	chr7	31103656	31104056	401	*	6.4196700108146	6.95246710229678	5.83099093268039	0.580814792179007	0.00188918774040133	0.0312378330077795
109	chr4	55125032	55125432	401	*	7.0403764854709	7.5247227625531	6.52742262182942	0.572370575606973	0.00190685677497678	0.0312378330077795
110	chr15	50420907	50421307	401	*	6.36754412594236	6.90910441772688	5.76445021961592	0.580464097732835	0.00190897347848402	0.0312378330077795
111	chr13	56890149	56890549	401	*	5.85726301840971	6.42618630878964	5.2076198528449	0.579956969062289	0.00193437557957699	0.0312378330077795
112	chr4	67972279	67972679	401	*	5.89040867030771	6.42414232007178	5.30020003676903	0.579081398590435	0.00195739951469766	0.0312378330077795
113	chr2	6483016	6483416	401	*	7.51145654013796	8.02205530413938	6.95828230655726	0.575173426671021	0.00201304734348642	0.0312378330077795
114	chr15	93089717	93090117	401	*	6.71882720341396	7.26955490379387	6.10040234387474	0.577180412868461	0.00203633557683452	0.0312378330077795
115	chr18	14218163	14218563	401	*	5.53976654417206	6.10441839493353	4.89754843524983	0.576432677412019	0.00205472439551166	0.0312378330077795
116	chrX	71326955	71327355	401	*	7.16975070817209	7.68143372870232	6.61487494236769	0.574175215738737	0.00206092335791266	0.0312378330077795
117	chr2	155158720	155159120	401	*	5.35093421160046	6.0026797975772	4.54426196525524	0.563725055635715	0.002063262341847	0.0312378330077795
118	chr16	83945651	83946051	401	*	6.36813260779718	6.86158717048758	5.84143344976029	0.568577778673625	0.00207803990323812	0.0312378330077795
119	chr18	35034891	35035291	401	*	7.0652328009281	7.56514569669393	6.52865409244397	0.571382268255673	0.00208258675521897	0.0312378330077795
120	chr11	96769980	96770380	401	*	5.82705497147694	6.40769518321662	5.15673070293758	0.575379944654643	0.00208290183588808	0.0312378330077795
121	chr14	21613390	21613790	401	*	6.79608775497968	7.32783770919259	6.20911573487006	0.575473124725554	0.00208293379835496	0.0312378330077795
122	chr16	30941886	30942286	401	*	5.41859546545519	6.02196400198425	4.70678910166911	0.574104403056225	0.00209241983927127	0.0312378330077795
123	chr2	29195911	29196311	401	*	4.77511277913997	5.47643315037973	3.860553265029	0.549442840134685	0.00209952155603106	0.0312378330077795
124	chr4	116307585	116307985	401	*	5.37727101163435	5.93489789074266	4.74713474593824	0.575028559249603	0.00210648803852473	0.0312378330077795
125	chr8	123195022	123195422	401	*	6.9842298094469	7.45380243102361	6.49311598077232	0.56366050803348	0.00212796182958104	0.0312378330077795
126	chr17	14466510	14466910	401	*	6.31940082869372	6.80868106695352	5.79902817200458	0.564187454543882	0.00213252686404355	0.0312378330077795
127	chr7	46254894	46255294	401	*	7.11072050385462	7.55159904449174	6.66049213450326	0.551946864591607	0.00213863547023724	0.0312378330077795
128	chr14	32536208	32536608	401	*	6.986179086252	7.47135750292214	6.47197844899225	0.566640800839899	0.00214853500547683	0.0312378330077795
129	chr4	140977329	140977729	401	*	7.38324200704143	7.87823302074177	6.85420260940546	0.568513054329521	0.00215177328037909	0.0312378330077795
130	chr2	84986020	84986420	401	*	6.92452948321481	7.41350896597295	6.40461086958472	0.565563030021766	0.00217731458413438	0.0312378330077795
131	chr19	23615753	23616153	401	*	7.51499692852708	8.01990444043899	6.97070045511692	0.569364536538551	0.00220723941909218	0.0312378330077795
132	chr5	62610999	62611399	401	*	7.09983950133783	7.55452905797252	6.63017817485549	0.556557072940333	0.00223782348790204	0.0312378330077795
133	chr5	8817634	8818034	401	*	6.78544871789536	7.24540677946194	6.30825500709492	0.55812459858333	0.00224277987351305	0.0312378330077795
134	chr12	28726055	28726455	401	*	7.17254820545626	7.68733086439944	6.61278996735013	0.569561381793388	0.00224998058004145	0.0312378330077795
135	chr1	170992171	170992571	401	*	6.86223473417347	7.385720801429	6.28862125558753	0.568757711575755	0.00230261341934183	0.0312378330077795
136	chr12	64363208	64363608	401	*	6.57558970128663	7.07571788352519	6.03867972797048	0.566189862755335	0.00230373017841184	0.0312378330077795
137	chr19	45825847	45826247	401	*	7.28717914793364	7.80550988668868	6.72179874233379	0.568511864232205	0.00230402227800862	0.0312378330077795
138	chr2	141085036	141085436	401	*	6.27338618227694	6.76275693284136	5.7528768349121	0.561456390560293	0.00233685237684557	0.0312378330077795
139	chr2	136037947	136038347	401	*	6.06722019267629	6.625958291822	5.43518343102588	0.567836624304698	0.00236702757223546	0.0312378330077795
140	chr7	111439718	111440118	401	*	6.3752648870727	6.92173059707307	5.76399988326607	0.567828599856107	0.00237673919212619	0.0312378330077795
141	chr13	28356506	28356906	401	*	7.17993193924212	7.66020845298323	6.67304992560564	0.560385998416196	0.00239190424697998	0.0312378330077795
142	chr1	46853466	46853866	401	*	5.46448981099135	6.03406738918896	4.81370396282242	0.564312631181142	0.00239702937316351	0.0312378330077795
143	chr17	5841302	5842020	719	*	6.41253982945543	6.85732292423873	5.95686279272111	0.547677121256983	0.00240547597953353	0.0312378330077795
144	chr13	8113161	8113561	401	*	5.50743816548678	6.05917922411848	4.88730256495102	0.566478716236223	0.00242675086471309	0.0312378330077795
145	chr1	77688425	77688825	401	*	6.44707672143735	6.92534624090284	5.94317337008353	0.555173392639499	0.00247069383950582	0.0312378330077795
146	chr18	75980163	75980563	401	*	6.38371867957021	6.88823640533748	5.84002696167409	0.562466164968088	0.00247507240136182	0.0312378330077795
147	chr11	75827447	75827847	401	*	7.12999929832379	7.62821722679288	6.5960242877958	0.561739598102541	0.00249022380737003	0.0312378330077795
148	chr13	25692172	25692572	401	*	6.61905995988476	7.15109257933175	6.0316274559447	0.564071027499022	0.00252422596931545	0.0312378330077795
149	chr6	143835190	143835590	401	*	5.79771019211526	6.30576401900532	5.248516879707	0.560831241735669	0.00253639914264654	0.0312378330077795
150	chr5	144884530	144884930	401	*	7.82299249622161	8.32751490203048	7.27929351968548	0.56137998255993	0.00255108026117428	0.0312378330077795
151	chr6	140578644	140579044	401	*	6.83429835783618	7.27744460047772	6.380909791935	0.543166093858	0.00257805717180857	0.0312378330077795
152	chr1	128303911	128304311	401	*	5.51295647238875	6.03528736647232	4.9411944594852	0.560916063152751	0.00262759423835102	0.0312378330077795
153	chr1	153544737	153545137	401	*	7.47072654637822	7.95696945233651	6.95492838916552	0.556895942486815	0.00263342352222784	0.0312378330077795
154	chr4	18085337	18085737	401	*	6.89336267868513	7.37133228046543	6.38990356443248	0.554883106929231	0.00263642488427758	0.0312378330077795
155	chr5	20282057	20282457	401	*	6.77074518224747	7.23543366493743	6.28673106548284	0.550205780888945	0.00264463997682027	0.0312378330077795
156	chr11	68266222	68266622	401	*	6.58422179517742	7.06556960527431	6.07574560505244	0.554460239821509	0.00265806506794322	0.0312378330077795
157	chr6	119388643	119389043	401	*	4.71311756470388	5.31160022254904	4.01038542134101	0.558127625807235	0.00265810354319125	0.0312378330077795
158	chr6	31636740	31637140	401	*	7.22967665522023	7.7413589394042	6.67480204608524	0.559870472075432	0.00265875092916757	0.0312378330077795
159	chr15	7408398	7408798	401	*	5.42194327883289	5.9818694233618	4.78787023232449	0.560377132707484	0.00266284287398702	0.0312378330077795
160	chr11	47341414	47341814	401	*	7.32497180618204	7.76938939407571	6.86980632208592	0.544186956142816	0.00271386551710048	0.0312378330077795
161	chr3	119462975	119463375	401	*	6.76185008908609	7.26151713928957	6.2256495137768	0.557038921886946	0.0027164640455521	0.0312378330077795
162	chr16	43409985	43410385	401	*	5.6449437837722	6.24351665044012	4.94204489509453	0.557311204012128	0.00271997753505895	0.0312378330077795
163	chr4	88440339	88440739	401	*	7.04685611331407	7.50960752190312	6.5656415094585	0.549063913202571	0.00272816384148454	0.0312378330077795
164	chr17	58603215	58603615	401	*	6.75195231333902	7.23617496096042	6.2391835273705	0.552870761719466	0.00274397113787947	0.0312378330077795
165	chr14	74392083	74392483	401	*	6.19990980613141	6.69851364937731	5.66534266035146	0.555182680800727	0.00274600561110673	0.0312378330077795
166	chr19	6826164	6826564	401	*	7.05300619416427	7.53603242910892	6.54202643656465	0.553396768310163	0.00275162151168573	0.0312378330077795
167	chr4	45507012	45507412	401	*	6.4622834731452	7.00323765151722	5.86019406228245	0.558716182235792	0.00275917615549878	0.0312378330077795
168	chr3	115854785	115855185	401	*	6.72135565958737	7.24124723025031	6.15349065774382	0.557890018793419	0.00276539886412155	0.0312378330077795
169	chr2	167991582	167991982	401	*	5.73412150459712	6.29208274883915	5.10341379853172	0.55796071586297	0.00277808721258152	0.0312378330077795
170	chr8	78674962	78675362	401	*	5.10003156362664	5.6828331009483	4.4258412545006	0.55613560743555	0.00278039208014362	0.0312378330077795
171	chr7	55854576	55854976	401	*	7.62898489431997	8.11792514634726	7.10912548883221	0.554206601096644	0.00278158435751112	0.0312378330077795
172	chr5	54697904	54698304	401	*	6.42607152051531	7.00807955105797	5.75330246240622	0.55478588483136	0.00279257134996781	0.0312378330077795
173	chr1	109467522	109467922	401	*	6.09007219801651	6.58606391885932	5.55950518975198	0.552805807727783	0.00282694471784123	0.0313688534393017
174	chr2	25167673	25168073	401	*	5.89065449550342	6.39769532701994	5.34304076297359	0.554459602237292	0.0028430696708826	0.0313688534393017
175	chr2	167594841	167595241	401	*	5.83320546265277	6.41640817865448	5.15829577078152	0.552350955064286	0.00285319612883462	0.0313688534393017
176	chr14	114927317	114927717	401	*	7.23161467837004	7.70426627596031	6.73599471067263	0.54860160878848	0.00288714535038079	0.0315617480348446
177	chr8	75861546	75861946	401	*	6.56544485469163	7.03279088407251	6.07757497441421	0.544651840978857	0.00291028375546695	0.0316349488447368
178	chr19	31319219	31319619	401	*	6.8712715201579	7.35719094415617	6.35595913658002	0.550835956326801	0.00293460555913567	0.0317201185156013
179	chr2	52750937	52751337	401	*	6.46895095599891	6.98066706661544	5.9140232099696	0.553397236056945	0.00297528617599552	0.0319748014012113
180	chr17	67006722	67007122	401	*	6.04377304592168	6.56649487056669	5.47138489690728	0.553172932680683	0.00300449215759814	0.0319748014012113
181	chr1	69426596	69426996	401	*	6.60441865842957	7.07826011140801	6.10705095257598	0.545453876481887	0.00300802445614306	0.0319748014012113
182	chr19	48814661	48815061	401	*	6.06693017315378	6.59136744395451	5.49178924226478	0.55174988734714	0.00307701670257177	0.0325284622843302
183	chr8	110094651	110095051	401	*	6.07264361556785	6.60184154697338	5.48981833090701	0.550647764626197	0.00314156557559364	0.0330293561062413
184	chr3	98045672	98046072	401	*	6.49168885522595	6.91115980180608	6.07071881986908	0.527410979661775	0.00320883194096881	0.0335532209479565
185	chr17	28356734	28357134	401	*	6.4694359962474	6.95645659446359	5.95246886072679	0.544056150515744	0.00326978293225564	0.0337584408998655
186	chr4	140475217	140475617	401	*	7.03007993978756	7.52719135722722	6.49780050141761	0.546292804759628	0.00327565107345881	0.0337584408998655
187	chr4	57455688	57456088	401	*	5.74070149433964	6.25128845495004	5.18754576584362	0.546482640936131	0.00328109586708671	0.0337584408998655
188	chr16	5255977	5256377	401	*	5.58365897272631	6.07394388029622	5.06176786790498	0.544622059552141	0.00330385792077798	0.0337989345766107
189	chr11	90449659	90450059	401	*	5.3796646562076	5.93359628093169	4.75581989565725	0.547225697106307	0.00332016561069616	0.0337989345766107
190	chr9	92265816	92266216	401	*	6.03311842868589	6.56489521229701	5.4461027115703	0.546335596518366	0.00337122110183414	0.033949214823892
191	chr7	91755104	91755504	401	*	6.03616871740115	6.58282213232308	5.42458957295053	0.546146811937615	0.00338144078722412	0.033949214823892
192	chrX	55497946	55498346	401	*	5.96823746734766	6.49963234659907	5.38184355622819	0.545953417224658	0.00339267920239427	0.033949214823892
193	chr5	22615810	22616210	401	*	6.91737946391418	7.43035407839969	6.36047249401386	0.545384707453409	0.00340550855561911	0.033949214823892
194	chr4	97488563	97488963	401	*	5.91053963352966	6.46454912123864	5.28656275256177	0.544338209988169	0.00342666790364256	0.0339840672505582
195	chr6	31733053	31733453	401	*	7.04881302417611	7.53710829227703	6.52992646805136	0.540452228000045	0.00351529735833905	0.0344675462557878
196	chr13	29303553	29303953	401	*	5.98765280852315	6.51358756452545	5.41010187271601	0.543583972930578	0.00351722091854618	0.0344675462557878
197	chr8	92189407	92189807	401	*	6.25926219595041	6.7587093580316	5.72339969036533	0.540958239779439	0.00352916144095125	0.0344675462557878
198	chr18	34954037	34954437	401	*	6.25042315132096	6.76371152753592	5.69302204224975	0.541510994451873	0.00361097351185918	0.0345568484453614
199	chr7	138427399	138427799	401	*	6.80258592085335	7.29513398961419	6.27726454069388	0.539928992829166	0.00361425560729956	0.0345568484453614
200	chr10	58396269	58396669	401	*	5.96891981838058	6.44563358871647	5.46731835226725	0.537546616639268	0.00361998745452146	0.0345568484453614
201	chr6	144337230	144337630	401	*	5.26057657969667	5.81740670384716	4.63180054823969	0.540004649109594	0.00363834882926084	0.0345568484453614
202	chr12	103856196	103856596	401	*	7.03382942172119	7.48718813226199	6.56606027028715	0.531537676291208	0.00365161668086113	0.0345568484453614
203	chr9	121902720	121903120	401	*	5.63086204482158	6.13028011837739	5.09504425196015	0.539226526206494	0.0036547511732355	0.0345568484453614
204	chr18	45632267	45632667	401	*	6.29414731727779	6.83205373595305	5.69709193667309	0.540928827272495	0.00366403174784497	0.0345568484453614
