seqnames	start	end	width	strand	Conc	Conc_mDMSOw1	Conc_mTBTw1	Fold	p.value	FDR
41	chr6	86528193	86528593	401	*	4.37552080328664	5.12218381058229	2.74106870074038	1.4694444927915	1.69559421026038e-05	0.00724516729221888
42	chr11	99370784	99371184	401	*	5.86829696393288	6.53608803724485	4.58677486739875	1.36425487631	1.73053359840061e-05	0.00724516729221888
43	chr11	25719936	25720336	401	*	6.39830931017587	6.95990805658053	5.46621270233828	1.17512497723373	1.73206089152342e-05	0.00724516729221888
44	chr14	105989096	105989496	401	*	6.11434952417636	6.73218605350281	5.01097879944647	1.28358714685528	1.73858726471221e-05	0.00724516729221888
45	chr19	31319219	31319619	401	*	6.6247170904378	7.20299114211813	5.6445983770406	1.21810431175537	1.79532940969039e-05	0.00731536890135179
46	chr5	124175394	124175794	401	*	4.46203925116167	5.2213930026927	2.75960772839968	1.4774927837467	1.92948134889436e-05	0.00755451276627674
47	chr8	106375673	106376073	401	*	7.12390514673714	7.69597917090675	6.1618938059787	1.20401177624908	1.9579963161058e-05	0.00755451276627674
48	chr1	75370657	75371057	401	*	4.27115774328567	5.06639306438418	2.35325855507911	1.49626268210102	2.03728301101208e-05	0.00755451276627674
49	chr15	59642282	59642682	401	*	4.81915679061034	5.52372524662452	3.38609028447815	1.3986449402083	2.05136152262231e-05	0.00755451276627674
50	chr1	93399593	93399993	401	*	5.30726365796561	6.01633724184053	3.85420389985932	1.42144300014157	2.0600220239629e-05	0.00755451276627674
51	chr14	39625535	39625935	401	*	6.57681816982747	7.17334000100984	5.54157386525375	1.23792051053297	2.15477749993488e-05	0.00765491450535869
52	chr3	9520037	9520437	401	*	4.39028880775885	1.75121461341329	5.26957799829915	-1.51301261794162	2.17609827499531e-05	0.00765491450535869
53	chr1	74014762	74015162	401	*	5.21041072868212	5.92765508951645	3.72020256785868	1.41354861425383	2.24814715729358e-05	0.00765491450535869
54	chr18	46230743	46231143	401	*	5.10226746179121	5.7522245818665	3.88762028689561	1.31076338956153	2.30389087461293e-05	0.00765491450535869
55	chr7	114656976	114657376	401	*	4.45453643937994	5.20434604139377	2.80358056260778	1.46007765950283	2.39971822933431e-05	0.00765491450535869
56	chr6	72570393	72570793	401	*	6.95677533249163	7.54212058854463	5.95562645683547	1.22006622886562	2.48704269077997e-05	0.00765491450535869
57	chr1	57223357	57223757	401	*	5.05708403871476	5.74491489010645	3.69544631757476	1.37803182140345	2.51882707303281e-05	0.00765491450535869
58	chr2	69873184	69873584	401	*	4.92315639627724	5.70702156020046	3.07767504005179	1.47807886856454	2.5370741785254e-05	0.00765491450535869
59	chr3	66419952	66420352	401	*	4.83630958787063	5.48848339450475	3.61356104039966	1.33685088258773	2.5442549586802e-05	0.00765491450535869
60	chr11	75827447	75827847	401	*	6.60125874843788	7.19123046488805	5.58612589237075	1.21873590197898	2.58515949919334e-05	0.00765491450535869
61	chr17	26116176	26116576	401	*	4.92771287412526	5.60636521145523	3.60346071232251	1.36298753757254	2.62382918663184e-05	0.00765491450535869
62	chr5	76850198	76850598	401	*	4.74420299619162	5.44054696826146	3.34678058272767	1.38697929684433	2.64231342069488e-05	0.00765491450535869
63	chr12	91675236	91675636	401	*	6.93715815439861	7.50407112932959	5.98999013436692	1.17951607347904	2.64732979288825e-05	0.00765491450535869
64	chr2	61110544	61110944	401	*	5.57570191840319	6.18825172653129	4.48962617817832	1.25237186564318	2.67187242769937e-05	0.00765491450535869
65	chr19	23294170	23294570	401	*	5.72478487127811	6.36418013645108	4.54796000295843	1.28712574941543	2.75131306499578e-05	0.00776124251688655
66	chr4	63548163	63548563	401	*	4.35299540856942	5.06863818494564	2.87016132776808	1.40806253854291	2.84619652693413e-05	0.00776485782025224
67	chr18	87657363	87657763	401	*	5.13521844197982	5.8151537663795	3.80581250790823	1.36051159622299	2.86164913677144e-05	0.00776485782025224
68	chr11	79028378	79028778	401	*	4.52679994880228	5.33401837242296	2.52775507642304	1.4844287808399	2.88996525733675e-05	0.00776485782025224
69	chr15	7408398	7408798	401	*	5.15678383366768	5.79585581138703	3.98109686941027	1.29149501634835	2.97940876170215e-05	0.00776485782025224
70	chr2	38511259	38511659	401	*	5.17643153591713	5.81827900726836	3.99093770712965	1.27342219104231	3.04729501582364e-05	0.00776485782025224
71	chr5	7654519	7654919	401	*	3.925700808719	4.69301403395545	2.17861554423135	1.43878350615169	3.0712890150059e-05	0.00776485782025224
72	chr5	37783536	37783936	401	*	4.40969753086325	5.14805731058857	2.81774382084279	1.4300612429137	3.12094026479149e-05	0.00776485782025224
73	chr14	67235814	67236214	401	*	5.68721112696193	6.28432682586537	4.65012491891498	1.22733048636887	3.12875823730202e-05	0.00776485782025224
74	chr9	100432245	100432645	401	*	5.59941772785316	6.25683018179517	4.35729027181557	1.32699969363244	3.19157703484214e-05	0.00776485782025224
75	chr7	43624239	43624639	401	*	5.31249193202693	5.96185407593877	4.1000093986705	1.3022045911554	3.26749736772642e-05	0.00776485782025224
76	chr7	111224617	111225017	401	*	5.68885603146289	6.35517875061281	4.41299059228909	1.33596097301555	3.29749363325056e-05	0.00776485782025224
77	chr10	100190980	100191380	401	*	6.92370956974712	7.49665418918265	5.95917397565311	1.18628139293473	3.31672341723378e-05	0.00776485782025224
78	chr9	109899202	109899602	401	*	5.11321941615225	5.81443083694215	3.69483309384771	1.3760321388548	3.31906969024045e-05	0.00776485782025224
79	chr18	73922049	73922449	401	*	6.13176191396924	6.72842718579567	5.09607300752346	1.21097753608888	3.34546121182334e-05	0.00776485782025224
80	chr11	88707651	88708051	401	*	7.25993351615231	7.83379047973899	6.2927462321187	1.19347011512909	3.45133572810273e-05	0.00777925859362091
81	chr19	25242041	25242441	401	*	4.82437120265264	5.5398354049	3.34235648383337	1.40158846183121	3.51487309768807e-05	0.00777925859362091
82	chr13	41977901	41978301	401	*	4.33273776478501	5.12282657710023	2.44813911988075	1.45804507990666	3.58816496326837e-05	0.00777925859362091
83	chr5	142385038	142385438	401	*	4.60433940594814	5.38938254801979	2.75154789541224	1.46343402235066	3.59767746972602e-05	0.00777925859362091
84	chr5	130258541	130258941	401	*	4.61112083898873	5.35252749700403	3.00374561008977	1.4115015800506	3.62082967302995e-05	0.00777925859362091
85	chr6	92665129	92665529	401	*	4.97085693583804	5.61416057570971	3.78018352464335	1.2811186563535	3.64149782599551e-05	0.00777925859362091
86	chr5	121864427	121864827	401	*	5.51389585440828	6.18946713710511	4.20192712998708	1.33229686167745	3.68147490271026e-05	0.00777925859362091
87	chr8	85112897	85113297	401	*	6.96691000852943	7.53818188373167	6.00721921646204	1.18278018725491	3.74225379174434e-05	0.00777925859362091
88	chr17	51369034	51369434	401	*	6.36147136919792	6.95480434923958	5.3360645339128	1.21373532515486	3.76250160076872e-05	0.00777925859362091
89	chr5	141074583	141074983	401	*	5.49756984968788	6.13073828436905	4.34246169460983	1.27767633251178	3.77592721876233e-05	0.00777925859362091
90	chr8	82343790	82344190	401	*	5.31251633050818	6.01132593153738	3.90452146519205	1.36568391674528	3.84146948892001e-05	0.0078263538387597
91	chr13	28356506	28356906	401	*	6.8941683739706	7.44578849180781	5.98980724080118	1.1454168517387	3.89596110133924e-05	0.00785014755540179
92	chr19	23615753	23616153	401	*	7.09123990448439	7.66775083664711	6.11630154483571	1.1903368388464	4.01397158359488e-05	0.00789979207796998
93	chr4	58838752	58839152	401	*	5.2706627524842	5.95543681104847	3.92161028181362	1.34986972975067	4.02515458631779e-05	0.00789979207796998
94	chr18	16890503	16890903	401	*	4.1469616023768	4.96428665243996	2.07517211016583	1.46328241839397	4.0833829325097e-05	0.00789979207796998
95	chr4	123640800	123641200	401	*	5.23218302828596	5.94383875817352	3.76750922765708	1.38522604893353	4.11671463733012e-05	0.00789979207796998
96	chr5	44402116	44402516	401	*	4.7531451653707	5.43175168815989	3.42907661644603	1.33686221274738	4.14896294647893e-05	0.00789979207796998
97	chr12	13586447	13586847	401	*	7.26478065975694	7.81609814321512	6.36124945726568	1.14709471185701	4.2122300903389e-05	0.00789979207796998
98	chr16	21282044	21282444	401	*	5.63911824677969	6.29266426295375	4.411325481092	1.30732922033699	4.22218381130595e-05	0.00789979207796998
99	chr13	114985759	114986159	401	*	6.83426787841462	7.39914529937851	5.89289797672053	1.16464354111938	4.30091367649591e-05	0.0079352024544611
100	chr3	90452806	90453206	401	*	5.00651427395255	5.65456162519081	3.79880057794607	1.29434848202643	4.35429244273026e-05	0.0079352024544611
101	chr7	141041156	141041556	401	*	4.09867145917791	4.84751976062918	2.45278145453343	1.42008239372052	4.3709393973635e-05	0.0079352024544611
102	chr2	7706623	7707023	401	*	7.0658281420783	7.61956579786572	6.15564167939259	1.14543902393926	4.44998500305802e-05	0.00799950245255607
103	chr10	23811497	23811897	401	*	4.08223492837548	4.8543995085917	2.30711367823447	1.41870848365258	4.52030004588688e-05	0.00804701180984289
104	chr9	42408755	42409155	401	*	6.58855077006869	7.11122961947429	5.76073014675622	1.08172628330394	4.662348490271e-05	0.00809595176578312
105	chr11	47341414	47341814	401	*	6.94965841778742	7.47116696486547	6.12481778012875	1.07866801689956	4.70349116952075e-05	0.00809595176578312
106	chr8	118847044	118847444	401	*	4.10752620542157	4.86575930044656	2.41125279835696	1.42580689917397	4.72321047952779e-05	0.00809595176578312
107	chr5	138397050	138397450	401	*	6.65188877550246	7.19459781696224	5.77169565329234	1.12305197641038	4.75219791793633e-05	0.00809595176578312
108	chr6	128828912	128829312	401	*	4.23623766548001	4.98221119224143	2.60537201788842	1.38568593556723	4.76855797722828e-05	0.00809595176578312
109	chr5	116411310	116411710	401	*	6.30184082590542	6.84179631238224	5.42900482255304	1.11323149447591	4.83082720368484e-05	0.00812642638594176
110	chr1	89117736	89118136	401	*	7.04926480902926	7.59422887673496	6.16300795961736	1.12855013254759	4.88498320372926e-05	0.00814282291123452
111	chr6	77607622	77608022	401	*	5.11212096427191	5.83458941155419	3.5975363695632	1.38143345104821	5.00038216178984e-05	0.00819926613688793
112	chr4	152189971	152190371	401	*	6.66095855044258	7.22039714328907	5.73492781557415	1.14785892983956	5.02419266842033e-05	0.00819926613688793
113	chr17	44857950	44858350	401	*	4.61917150005619	5.32060234846302	3.1998312172551	1.34550859064095	5.08620942914307e-05	0.00819926613688793
114	chr12	106398842	106399242	401	*	5.58517124575814	6.19027526434816	4.52300247081921	1.22759704493395	5.13027002581405e-05	0.00819926613688793
115	chr3	115854785	115855185	401	*	6.57220121647663	7.15670263562336	5.5735835776959	1.19538829451176	5.14242804178726e-05	0.00819926613688793
116	chr2	124024193	124024593	401	*	7.04244050301823	7.58065534260868	6.17422879023688	1.11102381624219	5.19710125998564e-05	0.00821500419854282
117	chr10	91915348	91915748	401	*	6.66931182451372	7.25590429697288	5.6644108307318	1.19813681968698	5.29621066117115e-05	0.00825439038084318
118	chr2	73002847	73003247	401	*	5.04174807572704	5.74404206114181	3.61864776386399	1.36077724297077	5.31205314648503e-05	0.00825439038084318
119	chr15	93089717	93090117	401	*	6.26341154792502	6.87884747698359	5.16792771621059	1.23893576666567	5.36979288093006e-05	0.00827399346762467
120	chr6	146753769	146754169	401	*	6.70121592839323	7.26687414955626	5.75762569827988	1.15340283638143	5.73840181295493e-05	0.00873416166593333
121	chr11	94663798	94664198	401	*	4.53563472535298	5.24513191588001	3.08067747901161	1.37116794880562	5.76370834193899e-05	0.00873416166593333
122	chr14	20246082	20246482	401	*	6.24172030338641	6.82222476735151	5.25501235082058	1.1872871343042	5.81274221237729e-05	0.00873626567263524
123	chr3	83624381	83624781	401	*	6.23582656929119	6.79775127985217	5.30281161990612	1.1462805619446	6.03745260180991e-05	0.00889266814024297
124	chr16	20157571	20157971	401	*	6.08252143436675	6.67333803291277	5.06481525015463	1.19339800065878	6.05044615996551e-05	0.00889266814024297
125	chr14	120054966	120055366	401	*	4.39287912945789	5.14868865489137	2.70981809055232	1.3976043098693	6.08403570779496e-05	0.00889266814024297
126	chr9	3439521	3439921	401	*	4.00541652278213	1.21268538523035	4.8973702485192	-1.4072968017925	6.11079944192089e-05	0.00889266814024297
127	chr12	16634967	16635367	401	*	7.0015141705864	7.53953398716238	6.13381929682713	1.1082346629103	6.18759802496396e-05	0.00893352735320781
128	chr14	48101075	48101475	401	*	4.68244340546104	5.3673769775164	3.33273755972023	1.32537777305809	6.42336505032219e-05	0.00914575844783067
129	chr9	40405636	40406036	401	*	5.45474472828766	6.05450677063303	4.4094127944444	1.19040256640991	6.43812200915316e-05	0.00914575844783067
130	chr12	40893540	40893940	401	*	5.18865129014425	5.81849522733876	4.0449674442396	1.24594258049714	6.5138826679233e-05	0.00914575844783067
131	chr7	138427399	138427799	401	*	6.53665057761714	7.10659065650573	5.5808014965416	1.15715086464649	6.53410971131008e-05	0.00914575844783067
132	chr14	32536208	32536608	401	*	6.62823933110937	7.16918536822722	5.75276264759994	1.11111951971008	6.61064708303739e-05	0.00918278976625558
133	chr2	90961723	90962123	401	*	5.14232776746942	5.85917965522017	3.65393089491432	1.36299778056863	6.92817563412078e-05	0.00955150589678486
134	chr10	94322673	94323073	401	*	5.70871118285072	6.29370206829256	4.70862602533773	1.17175463714219	7.08918955436354e-05	0.00957638494897092
135	chr2	33975990	33976390	401	*	5.72087721126729	6.32629738043482	4.65770383930801	1.20337453029796	7.12392822776506e-05	0.00957638494897092
136	chr1	153544737	153545137	401	*	7.06148218084059	7.61328209964118	6.15662766105204	1.13104286053773	7.12468025816676e-05	0.00957638494897092
137	chr9	24751689	24752089	401	*	3.88517129339229	4.70321576577854	1.8080410055737	1.41463429144391	7.18243681067838e-05	0.00957638494897092
138	chr4	136176943	136177343	401	*	6.53319513359768	7.07279618005914	5.66130240894999	1.10812708357295	7.20735778227524e-05	0.00957638494897092
139	chr8	110094651	110095051	401	*	5.79401742980669	6.39518940020243	4.74426677344377	1.19212520712255	7.35167647001e-05	0.00961243500553448
140	chr11	78945444	78945844	401	*	5.14169153571212	5.77170121916693	3.99744087777947	1.25023442631071	7.35674102238734e-05	0.00961243500553448
141	chr10	35777233	35777633	401	*	6.11993138504912	6.70600532055467	5.11659193402712	1.17939355759078	7.40624186521005e-05	0.00961243500553448
142	chr12	8777272	8777672	401	*	7.14761853267587	7.70303279924095	6.2327968838168	1.13775542151359	7.46111811833518e-05	0.00961243500553448
143	chr14	55240218	55240618	401	*	5.21717146302247	5.86360949472302	4.0152676188418	1.2644959588763	7.49660888847857e-05	0.00961243500553448
144	chr11	31610341	31610741	401	*	7.11218046219694	7.67063696880546	6.1888960983291	1.1432332422744	7.55933791797169e-05	0.00961723733789538
145	chr7	46725223	46725623	401	*	5.74707361006639	6.3694352411945	4.62868172130205	1.23350762657702	7.6256802958468e-05	0.00961723733789538
146	chr14	35092720	35093120	401	*	6.18577359083102	6.80160001491138	5.08901065776972	1.22797849883823	7.7058979455211e-05	0.00961723733789538
147	chr5	34619058	34619458	401	*	7.22252792623378	7.78852519351864	6.27797212516607	1.15487697719915	7.85754696444115e-05	0.00961723733789538
148	chrX	142852963	142853363	401	*	5.04287855360904	5.71965308270784	3.72612832721141	1.30661108400898	7.99325925358463e-05	0.00961723733789538
149	chr6	31636740	31637140	401	*	6.86804690809065	7.44272587560227	5.89846488300725	1.16464125709532	8.07368246501386e-05	0.00961723733789538
150	chr4	134701277	134701677	401	*	6.79751814779853	7.33991158275787	5.91817090284038	1.10534660175009	8.10233220025932e-05	0.00961723733789538
151	chr7	64382205	64382605	401	*	4.03825335263845	4.80156335529132	2.31383024490616	1.38976661386914	8.11261081548818e-05	0.00961723733789538
152	chr13	18268998	18269398	401	*	4.54185767124749	5.27315507461129	2.98490681480422	1.3526409513364	8.14909218931318e-05	0.00961723733789538
153	chr5	144884530	144884930	401	*	7.31114111206538	7.87549931460295	6.37124513646299	1.15192641441546	8.28144762039105e-05	0.00961723733789538
154	chr10	119979685	119980085	401	*	4.54669615527684	5.26343286458882	3.05883031380851	1.34144128255071	8.31792773859517e-05	0.00961723733789538
155	chr7	99774407	99774807	401	*	6.87948532671208	7.44655372278777	5.93187330550561	1.15016679862394	8.33873329330491e-05	0.00961723733789538
156	chr8	69103162	69103562	401	*	3.79759097757369	4.57101263574756	2.01509968979852	1.3793652526276	8.37523338373751e-05	0.00961723733789538
157	chr16	14924722	14925122	401	*	4.88191626243928	5.5286954037256	3.67878346157079	1.27344327030391	8.44763586707958e-05	0.00961723733789538
158	chr5	72846543	72846943	401	*	5.17877934005099	5.88740496421138	3.72772284034033	1.33683755080811	8.52333184462782e-05	0.00961723733789538
159	chr14	94740820	94741220	401	*	6.82032718571349	7.38987492313986	5.86560723346878	1.15427698896189	8.5507033390357e-05	0.00961723733789538
160	chr2	26619758	26620158	401	*	4.83924865773962	5.56392693549477	3.31420035353115	1.34345162348235	8.55172844286883e-05	0.00961723733789538
161	chr19	37365954	37366354	401	*	4.71831207191195	5.35411986029201	3.55405021310289	1.25753105650504	8.58057875270024e-05	0.00961723733789538
162	chr3	52254046	52254446	401	*	2.61635970197922	0	3.61635970197922	-1.17863529822815	8.58278138914618e-05	0.00961723733789538
163	chr10	66829161	66829561	401	*	5.27771692263723	5.92965928642308	4.0558169478926	1.2693229316437	8.58575064888557e-05	0.00961723733789538
164	chr8	48134566	48134966	401	*	4.00425410758183	4.78204496422736	2.19579902841202	1.38567820892288	8.64914081838285e-05	0.00961723733789538
165	chr12	103856196	103856596	401	*	6.72631574908173	7.25099290590428	5.89338687036812	1.06771420593326	8.65425480340716e-05	0.00961723733789538
166	chr16	6959593	6959993	401	*	6.8155257651106	7.37461697116654	5.89046729711963	1.13640473031699	8.75953495317908e-05	0.00963628206451138
167	chr19	45825847	45826247	401	*	6.99384086980906	7.56301696772426	6.04018937053759	1.15612202592171	8.77650035325807e-05	0.00963628206451138
168	chr11	96918779	96919179	401	*	5.83473192262146	6.46899656894806	4.67583101023386	1.24939985648333	8.84612398604844e-05	0.00964562854810105
169	chr8	33026376	33026776	401	*	6.47004449080771	7.05599961467848	5.46706251701798	1.18048353560861	8.89022264740989e-05	0.00964562854810105
170	chrX	7306676	7307076	401	*	5.57461495701926	6.22729088967554	4.35002320481477	1.26151393278484	9.14997098390699e-05	0.00986132854974865
171	chr7	111439718	111440118	401	*	6.07115989278461	6.67355740078774	5.01755384467062	1.19551757191414	9.19659239750774e-05	0.00986132854974865
172	chr4	62965419	62965819	401	*	4.81331417472325	5.52816670109534	3.33410175510325	1.34743284737935	9.46326438657542e-05	0.0100882799879213
173	chr4	21482021	21482421	401	*	6.8695918303427	7.38945532068885	6.0489256144116	1.05908223372967	9.63083295102477e-05	0.0102075695369937
174	chr7	118204459	118204859	401	*	4.12660563699103	4.91613371962329	2.2455821240981	1.38619408952619	9.7049041059699e-05	0.0102269610164979
175	chr10	44440191	44440591	401	*	4.90301497018396	5.616550478246	3.42981384297676	1.33109622538988	9.84770916024096e-05	0.0102884585689222
176	chr2	6483016	6483416	401	*	7.07771969009339	7.63645872624672	6.15364596889243	1.13203058628838	9.87548379215919e-05	0.0102884585689222
177	chr2	165815477	165815877	401	*	4.08036782205963	4.83359052271622	2.41125279835696	1.36285163784966	9.93428637470335e-05	0.010291247173252
178	chr12	59413284	59413684	401	*	6.84065133909891	7.40035716310053	5.91387207149564	1.1315000037011	0.000101639627002287	0.0104700235995165
179	chr9	101036013	101036413	401	*	4.43722404389226	5.1944255332545	2.74659206599818	1.35984143097247	0.000102993437111286	0.0105502104071091
180	chr4	140977329	140977729	401	*	6.95136801124712	7.49307491238041	6.07385844072707	1.10093920617645	0.000104139841710179	0.0106083785422102
181	chr8	127994913	127995313	401	*	6.82373908921455	7.38553366774829	5.89109085686946	1.13470267788674	0.000105031055534107	0.0106400521230574
182	chr14	120900824	120901224	401	*	3.7028778093915	4.49966737081742	1.7747450693694	1.37293939633033	0.000106385132027574	0.0106697967449005
183	chr13	71261193	71261593	401	*	6.18170149654039	6.75304684240068	5.22179836896159	1.14401150157898	0.00010648848191082	0.0106697967449005
184	chr10	60984212	60984612	401	*	4.47596456627518	5.20511862002985	2.92943764998922	1.33312169782697	0.000107561519691284	0.0107187392666271
185	chr18	60690760	60691160	401	*	6.67686471603257	7.21551382788205	5.80750120242767	1.09327901890061	0.000108168906568033	0.0107210003828727
186	chr18	35034891	35035291	401	*	6.74048530724257	7.28576388126728	5.85337997151087	1.10120761306848	0.000109379049427699	0.0107672363674422
187	chr19	6826164	6826564	401	*	6.65506129551631	7.19447287009572	5.78367246855977	1.09152525456541	0.000110087729817521	0.0107672363674422
188	chr12	28726055	28726455	401	*	6.71977488961423	7.28328225201803	5.7822898329477	1.1373579675321	0.00011092005122731	0.0107672363674422
189	chr2	3423900	3424300	401	*	3.70411382006586	1.30086411537148	4.56086987291879	-1.37801069784793	0.000110984275384303	0.0107672363674422
190	chr14	21613390	21613790	401	*	6.41214000869498	6.99257050809573	5.42565121423126	1.15898785063405	0.000112679906975157	0.0108058863243902
191	chr5	89648829	89649229	401	*	4.70188625771176	5.36310340279893	3.4454745032549	1.26459227803127	0.000112985833519601	0.0108058863243902
192	chr17	8947134	8947534	401	*	6.42073788537095	6.96104471241078	5.54696601391327	1.09287324725572	0.000113605746268452	0.0108058863243902
193	chr7	114009700	114010100	401	*	3.95672937495409	4.73284775076821	2.15827753225905	1.36361113391899	0.000113739968401359	0.0108058863243902
194	chr4	118149288	118149688	401	*	4.48997951567097	5.2100507719901	2.98664272839693	1.33104854911293	0.000116124925011712	0.0109756011598698
195	chr4	140475217	140475617	401	*	6.63752843745677	7.19795165609579	5.70873708856198	1.125618634859	0.000117037213113737	0.0110050991777102
196	chr7	116192140	116192540	401	*	6.68651738516698	7.21464318238305	5.84471321948489	1.07105203591186	0.00011878921748556	0.0111128525092614
197	chr5	20282057	20282457	401	*	6.48740474993126	6.99542085015198	5.69631329894844	1.03663439888408	0.000120679330541607	0.0111825959775055
198	chr17	70772510	70772910	401	*	2.33807238707865	0	3.33807238707865	-1.17242082654063	0.00012179212409345	0.0111825959775055
199	chr1	83679718	83680118	401	*	5.57537797068166	6.16006614326865	4.57620064224238	1.16028849342702	0.000122850813006182	0.0111825959775055
